,Date,Rainfall_Terni,Flow_Rate_Lupa
596,20/08/2010,0.758,-113.96
597,21/08/2010,0.758,-113.96
598,22/08/2010,0.758,-113.96
599,23/08/2010,0.758,-79.55
600,24/08/2010,0.758,-79.56
601,25/08/2010,0.758,-79.57
602,26/08/2010,0.758,-79.58
603,27/08/2010,0.758,-79.59
604,28/08/2010,0.758,-79.6
605,29/08/2010,0.758,-79.61
606,30/08/2010,0.758,-79.62
607,31/08/2010,0.758,-79.63
608,01/09/2010,1.41,-79.64
609,02/09/2010,1.41,-113.96
610,03/09/2010,1.41,-113.96
611,04/09/2010,1.41,-79.65
612,05/09/2010,1.41,-79.66
613,06/09/2010,1.41,-79.67
614,07/09/2010,1.41,-79.68
615,08/09/2010,1.41,-79.69
616,09/09/2010,1.41,-79.7
617,10/09/2010,1.41,-79.71
618,11/09/2010,1.41,-79.72
619,12/09/2010,1.41,-79.73
620,13/09/2010,1.41,-79.74
621,14/09/2010,1.41,-79.75
622,15/09/2010,1.41,-79.76
623,16/09/2010,1.41,-79.77
624,17/09/2010,1.41,-79.78
625,18/09/2010,1.41,-79.79
626,19/09/2010,1.41,-79.8
627,20/09/2010,1.41,-79.81
628,21/09/2010,1.41,-79.82
629,22/09/2010,1.41,-79.83
630,23/09/2010,1.41,-79.84
631,24/09/2010,1.41,-79.85
632,25/09/2010,1.41,-79.86
633,26/09/2010,1.41,-79.87
634,27/09/2010,1.41,-79.88
635,28/09/2010,1.41,-79.89
636,29/09/2010,1.41,-79.9
637,30/09/2010,1.41,-79.91
638,01/10/2010,3.028,-79.92
639,02/10/2010,3.028,-79.93
640,03/10/2010,3.028,-79.94
641,04/10/2010,3.028,-79.95
642,05/10/2010,3.028,-79.96
643,06/10/2010,3.028,-79.97
644,07/10/2010,3.028,-79.98
645,08/10/2010,3.028,-79.99
646,09/10/2010,3.028,-80.0
647,10/10/2010,3.028,-80.01
648,11/10/2010,3.028,-80.02
649,12/10/2010,3.028,-80.05
650,13/10/2010,3.028,-80.06
651,14/10/2010,3.028,-80.07
652,15/10/2010,3.028,-80.08
653,16/10/2010,3.028,-80.09
654,17/10/2010,3.028,-80.1
655,18/10/2010,3.028,-80.11
656,19/10/2010,3.028,-80.12
657,20/10/2010,3.028,-80.13
658,21/10/2010,3.028,-80.14
659,22/10/2010,3.028,-80.15
660,23/10/2010,3.028,-80.16
661,24/10/2010,3.028,-113.96
662,25/10/2010,3.028,-113.96
663,26/10/2010,3.028,-80.17
664,27/10/2010,3.028,-80.18
665,28/10/2010,3.028,-80.19
666,29/10/2010,3.028,-80.2
667,30/10/2010,3.028,-80.21
668,31/10/2010,3.028,-80.22
669,01/11/2010,7.96,-80.23
670,02/11/2010,7.96,-80.24
671,03/11/2010,7.96,-80.25
672,04/11/2010,7.96,-80.26
673,05/11/2010,7.96,-80.27
674,06/11/2010,7.96,-80.28
675,07/11/2010,7.96,-80.29
676,08/11/2010,7.96,-80.3
677,09/11/2010,7.96,-80.31
678,10/11/2010,7.96,-80.32
679,11/11/2010,7.96,-80.33
680,12/11/2010,7.96,-80.34
681,13/11/2010,7.96,-80.35
682,14/11/2010,7.96,-80.36
683,15/11/2010,7.96,-80.37
684,16/11/2010,7.96,-80.38
685,17/11/2010,7.96,-80.39
686,18/11/2010,7.96,-80.4
687,19/11/2010,7.96,-80.41
688,20/11/2010,7.96,-80.42
689,21/11/2010,7.96,-80.43
690,22/11/2010,7.96,-80.44
691,23/11/2010,7.96,-80.45
692,24/11/2010,7.96,-80.46
693,25/11/2010,7.96,-80.47
694,26/11/2010,7.96,-80.48
695,27/11/2010,7.96,-80.49
696,28/11/2010,7.96,-80.5
697,29/11/2010,7.96,-80.51
698,30/11/2010,7.96,-80.52
699,01/12/2010,3.533,-80.55
700,02/12/2010,3.533,-80.56
701,03/12/2010,3.533,-80.57
702,04/12/2010,3.533,-80.58
703,05/12/2010,3.533,-80.59
704,06/12/2010,3.533,-80.6
705,07/12/2010,3.533,-80.61
706,08/12/2010,3.533,-80.62
707,09/12/2010,3.533,-80.63
708,10/12/2010,3.533,-80.64
709,11/12/2010,3.533,-80.65
710,12/12/2010,3.533,-80.66
711,13/12/2010,3.533,-80.67
712,14/12/2010,3.533,-80.68
713,15/12/2010,3.533,-113.96
714,16/12/2010,3.533,-113.96
715,17/12/2010,3.533,-80.69
716,18/12/2010,3.533,-80.7
717,19/12/2010,3.533,-80.71
718,20/12/2010,3.533,-80.72
719,21/12/2010,3.533,-80.73
720,22/12/2010,3.533,-80.74
721,23/12/2010,3.533,-80.75
722,24/12/2010,3.533,-80.76
723,25/12/2010,3.533,-80.77
724,26/12/2010,3.533,-80.78
725,27/12/2010,3.533,-80.79
726,28/12/2010,3.533,-80.8
727,29/12/2010,3.533,-80.81
728,30/12/2010,3.533,-80.82
729,31/12/2010,3.533,-80.83
730,01/01/2011,1.713,-80.84
731,02/01/2011,1.713,-80.85
732,03/01/2011,1.713,-80.86
733,04/01/2011,1.713,-80.87
734,05/01/2011,1.713,-80.88
735,06/01/2011,1.713,-80.89
736,07/01/2011,1.713,-80.9
737,08/01/2011,1.713,-80.91
738,09/01/2011,1.713,-80.92
739,10/01/2011,1.713,-80.93
740,11/01/2011,1.713,-80.94
741,12/01/2011,1.713,-80.95
742,13/01/2011,1.713,-80.96
743,14/01/2011,1.713,-80.97
744,15/01/2011,1.713,-80.98
745,16/01/2011,1.713,-80.99
746,17/01/2011,1.713,-81.0
747,18/01/2011,1.713,-81.01
748,19/01/2011,1.713,-81.02
749,20/01/2011,1.713,-81.05
750,21/01/2011,1.713,-81.06
751,22/01/2011,1.713,-81.07
752,23/01/2011,1.713,-81.08
753,24/01/2011,1.713,-81.09
754,25/01/2011,1.713,-81.1
755,26/01/2011,1.713,-81.11
756,27/01/2011,1.713,-81.12
757,28/01/2011,1.713,-81.13
758,29/01/2011,1.713,-81.14
759,30/01/2011,1.713,-81.15
760,31/01/2011,1.713,-81.16
761,01/02/2011,1.716,-81.17
762,02/02/2011,1.716,-81.18
763,03/02/2011,1.716,-81.19
764,04/02/2011,1.716,-81.2
765,05/02/2011,1.716,-113.96
766,06/02/2011,1.716,-113.96
767,07/02/2011,1.716,-81.21
768,08/02/2011,1.716,-81.22
769,09/02/2011,1.716,-81.23
770,10/02/2011,1.716,-81.24
771,11/02/2011,1.716,-81.25
772,12/02/2011,1.716,-81.26
773,13/02/2011,1.716,-81.27
