Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
0.0,0.0006646486996928413,0.012174310397719282,0.008640433096006936,0.005981838297235571,-0.12156424717382065,-0.1678902615424117,-0.9745411559246284,0.013625298343703244,0.01545308226785856,0.011465190069701512,0.0,0.0,-0.019627781556736213,-0.07812993877900634
0.0,0.002658331941826708,0.012173106715971342,0.008639578810936802,0.014620825680046896,-0.12155222804002622,-0.16787366212635663,-0.9744115732765799,0.014786971426411064,0.016116137397324416,0.012460930977312695,0.0,0.0,-0.019625840945593522,-0.07812221402267899
0.053707391794480745,0.09235051515880227,0.011996993421066974,0.10152006985542093,0.08711076961787732,-0.11976093401976592,-0.16541221704507456,-0.9603143640130205,0.010479491081849904,0.012935621804158474,0.007859618311387427,0.0,0.0,-0.01934190590790403,-0.07699198812079751
0.0019928530474240687,0.011292833935403057,0.012167636621468147,0.011292833935403057,0.03122136440964375,-0.12149760745795407,-0.16776501237564953,-0.9740733553634278,0.011957118284544415,0.012953544808256449,0.009964265237120346,0.0,0.0,-0.01961702189823101,-0.07808710910628636
0.0,0.0,0.012175641836467183,0.0,0.0,-0.12157754200069454,-0.16790862279592916,-0.9745812641023418,0.012795886733260636,0.015953313329779492,0.012629706386075431,0.0,0.0,-0.019629928141474587,-0.07813848342954204
0.0,0.0,0.012183229088453332,0.0,0.0,-0.12168655983423426,-0.1680132550649225,-0.9751220609181696,0.0036582458545410686,0.007981627318998694,0.0031593941471036494,0.0,0.0,-0.018660052505658026,-0.07427781667224886
0.0,0.0,0.012181350682081487,0.0,0.0,-0.12170104989225866,-0.1680206024878642,-0.9748387102981823,0.0013300661190410782,0.00033251652976026955,0.00033251652976026955,0.0,0.0,-0.01963913211040573,-0.07817512055671992
0.0,0.0,0.012180089302747818,0.0,0.0,-0.12168844774384127,-0.16800320394798632,-0.9748375103413731,0.002161133634794995,-0.0029923388789469163,-0.0009974462929823054,0.0,0.0,-0.01963709847751708,-0.07816702551996654
0.0,0.0,0.012178934362897633,0.0,0.0,-0.12167690900762076,-0.16798727355614965,-0.9748448095165202,0.001163576998706756,0.0024933792829430483,0.001496027569765829,0.0,0.0,-0.019635236449496597,-0.07815961356998001
0.0,0.0,0.012176446649530503,0.0,0.0,-0.12161881657390379,-0.1679529598655195,-0.9748451137731686,0.004985739952469409,0.0031576353032306253,0.001661913317489803,0.0,0.0,-0.019631225684783798,-0.07814364840343473
0.07036722715087625,0.12672616371153175,0.011934353379259783,0.12053645391585283,0.05277542036315718,-0.11913562485683074,-0.16454854830512772,-0.9559518118126447,0.008470129194086955,0.008633016293973242,0.006026822695792642,0.0,0.0,-0.019240915788781825,-0.07658998895438666
0.029846205315917973,0.0,0.012148672353044562,0.05372316956865235,0.004642743049142795,-0.12127508093368003,-0.16750353672300186,-0.9729531308485749,0.01044617186057129,0.007295739077224394,0.005140179804408096,0.0,0.0,-0.0195864471464922,-0.07796540388582467
0.04236924048442632,0.03839712418901135,0.01212614943266735,0.0529615506055329,0.03574904665873471,-0.12105024410277113,-0.16719299506784166,-0.9709507274450603,-0.0014895436107806128,-0.00016550484564229032,-0.0013240387651383225,0.0,0.0,-0.020343178148815172,-0.08204100318813802
0.0172666503303928,0.019258956137745815,0.012164295372429293,0.01261793677990243,0.0,-0.12143103895816629,-0.1677189438823347,-0.9737394633437862,0.0,0.0016602548394608462,-0.0033205096789216924,0.0,0.0,-0.021481234608004933,-0.086630615147931
0.007970218315527515,0.02391065494658255,0.012165814280995526,0.000664184859627293,0.0,-0.12147941082583187,-0.1677730955418542,-0.973827841185537,0.0004981386447204697,0.0011623235043477626,-0.0008302310745341163,0.0,0.0,-0.021483916886777393,-0.08664143237814595
0.015905334418008798,0.012727459114731695,0.012139024111149083,0.06627222674170333,0.007289944941587367,-0.12117876659720453,-0.16737050863617173,-0.9717496607135958,0.0,0.00679290324102459,0.0043076947382107164,0.0,0.0,-0.021436607453222855,-0.08645064048904277
0.10204217358315851,0.012482172955599965,0.011905078390091155,0.15338823544984337,0.0838435693772449,-0.11877838995109692,-0.16411241292832818,-0.9530544027621941,0.040237186156920735,0.010399202403379212,0.004549651051478405,0.0,0.0,-0.021023476830714743,-0.08478454630882334
0.059367196031834386,0.012668178535052388,0.012082484280255653,0.05409011194011577,0.0771773548413847,-0.12048242616905057,-0.1664920030937222,-0.967223550460875,0.04083678857817186,0.0016490887786620664,0.00032981775573241327,0.0,0.0,-0.021336762346298575,-0.0860479800651797
0.02386765691355008,0.012732609892511005,0.012143936750434788,0.01657476174552089,0.04508335194781682,-0.12109520931277562,-0.16737194410626993,-0.9718445801868718,0.04104448771306026,0.0013259809396416712,-0.005303923758566685,0.0,0.0,-0.021445282806279463,-0.08648562689395078
0.001328206485275938,0.012753980489562543,0.012164319309949594,0.007969238911655628,0.0,-0.12133166242995694,-0.1676528636039553,-0.9736085588693943,0.041113377376334914,0.0008301290532974613,-0.0009961548639569535,0.0,0.0,-0.020407213036211434,-0.08229924633788573
0.0013277484867502912,0.012749582600887021,0.012160124751067961,0.0026554969735005825,0.012613610624127764,-0.12132301797680783,-0.16762824645222424,-0.9731400596514571,0.04109920046451324,-0.0046471197036260185,-0.00547696250784495,0.0,0.0,-0.02147386960303087,-0.08660091318139539
0.0,0.012747407704678302,0.01215805040792697,0.0,0.0013275219918727438,-0.12133551005716879,-0.1675996514739339,-0.972907679793737,0.04109218952948346,0.019249068882154784,0.017589666392313855,0.0,0.0,-0.021470206468397514,-0.08658614030579263
0.0,0.012740738873693461,0.012151689900351308,0.0,0.029853618663965433,-0.12127203315050848,-0.16754514207965487,-0.9724318719475674,0.041070692071088946,0.022390213997974074,0.016087783391136926,0.0,0.0,-0.021458974288375936,-0.08654084259909756
0.0,0.012745399048410438,0.012156134618872234,0.0,0.0,-0.12134957359147015,-0.16760642499603928,-0.9729202892266625,0.04108571448091117,0.018582379330386457,0.01758689472340147,0.0,0.0,-0.021466823328405903,-0.08657249660681755
0.0,0.012746331728023023,0.012157024177440294,0.0,0.0,-0.1213916389285857,-0.16765187530541692,-0.9730910410888243,0.04108872104101331,0.014767435572230904,0.008794090846384694,0.0,0.0,-0.021468394222215453,-0.08657883178724533
0.01923795123252182,0.01274004520764238,0.01215102830491083,0.0,0.011940797316737682,-0.1213649371720644,-0.16760235789298752,-0.9728432924997673,0.041068455988467166,0.014096774610037542,0.009950664430614736,0.0,0.0,-0.02145780596037687,-0.0865361309065389
0.021877713205059546,0.012732044049365612,0.012143397068199462,0.031159167292054507,0.026518440248557026,-0.12128871608683771,-0.16749709821994832,-0.9723980558642755,0.041042663676808096,0.016076804400687695,0.010275895596315848,0.0,0.0,-0.020372113279808226,-0.08215769425561455
0.003314624337125058,0.012731350010578967,0.012142735117256293,0.02055067089017536,0.029168694166700513,-0.12128210449540588,-0.1674879677549292,-0.9723450492956358,0.0410404263926463,0.020219208456462853,0.012595572481075219,0.0,0.0,-0.02144316081208007,-0.08647706920784994
0.0006633085058798853,0.012738717716463175,0.012149762188297419,0.0026532340235195413,0.018572638164636786,-0.12138545657601901,-0.167618059435847,-0.9727419238728517,0.041064176724761293,0.0213916993146263,0.01376365149700762,0.0,0.0,-0.021455570093260767,-0.08652711398794963
0.000663588380299708,0.012744092653160918,0.012154888622849802,0.0,0.0,-0.12146985301386153,-0.16772196312075116,-0.9730860008714916,0.04108150322145847,0.013935355986293866,0.008460751848821274,0.0,0.0,-0.02146462299274658,-0.0865636229812938
0.0,0.012744655868235423,0.01215542579851916,0.0,0.0,-0.12154158304845104,-0.16776255634533674,-0.9731621865214363,0.04108331878593429,0.006802081497388059,0.006304368217091372,0.0,0.0,-0.021465571604748004,-0.08656744859200566
0.0,0.012741335699955664,0.012152259133245458,0.0,0.0,-0.12150991969771947,-0.16771885175857756,-0.9731408693017467,0.04107261598365618,0.009288227549921224,0.008293060312429665,0.0,0.0,-0.021459979511035485,-0.08654489651214987
0.0046417874380992995,0.01273495328980435,0.012146171804265207,0.013262249823140856,0.0059680124204133855,-0.12141589713085453,-0.16760168213994256,-0.9730512695238447,0.0410520418235078,0.01143869047245899,0.006133790543202646,0.0,0.0,-0.02144922974395426,-0.0865015443048891
0.06580760616426556,0.012638229588368414,0.012053919978251375,0.059226845547839004,0.08489181195190258,-0.1204608230836881,-0.16629582077709906,-0.9659898508852541,0.04074024598521042,0.019742281849279668,0.015464787448602408,0.0,0.0,-0.020222003932141127,-0.0815523256460277
0.003976786677059163,0.012728909310569947,0.012140407259355473,0.0053023822360788835,0.023197922282845115,-0.12132513353927994,-0.16748899888214172,-0.9727551610976465,0.04103255861986623,0.015078649483849323,0.015410048373604256,0.0,0.0,-0.021439049989367315,-0.08646049087299776
0.0,0.012729422600910742,0.012140896818486386,0.0,0.0006628245066779015,-0.12129688472205598,-0.1674957528375057,-0.9728606696764899,0.04103421324835669,0.023530269987065502,0.017067731046955963,0.0,0.0,-0.02143991451412799,-0.08646397737240967
0.03964116337463937,0.012688354054093121,0.012101727014400989,0.0561583147807391,0.04889076816205522,-0.12090554829265007,-0.16695536641285613,-0.9696558904464909,0.04090182582115368,0.014865436265489761,0.008588918731171862,0.0,0.0,-0.02137074357365452,-0.08618502128664797
0.0,0.012735372958843073,0.012146572070534685,0.0,0.004641940404068454,-0.12138674156639007,-0.1675740485868712,-0.9730501788442638,0.0410533946569684,0.017904627272835465,0.008786530050558145,0.0,0.0,-0.02144993658420904,-0.08650439488620812
0.0,0.012735238587714498,0.012146443911853922,0.0,0.0013262546933940742,-0.12138546081289261,-0.16757228051034126,-0.9730730685432322,0.04105296150192931,0.01375989244396352,0.013594110607289257,0.0,0.0,-0.02144971026557699,-0.08650348217692154
0.0,0.012736134926028576,0.012147298809308964,0.0,0.0,-0.12142716292971394,-0.16761723337239323,-0.9730752384859054,0.04105585091323065,0.014092447909647305,0.012102925851814744,0.0,0.0,-0.021451219950456825,-0.08650957051086539
0.0,0.012750006749125756,0.012160529289448347,0.0,0.0,-0.1215594178196893,-0.1677997971268513,-0.974101888563294,0.04110056773699863,0.013443900660014793,0.011452211673345937,0.0,0.0,-0.018306718472162243,-0.074466914462445
0.0,0.01273076374336332,0.012142175955227002,0.033144717016559654,0.003977366041987159,-0.12137595371464145,-0.16754654451870904,-0.9727311550019928,0.04103853651792837,0.028007285878992906,0.024527090592254146,0.0,0.0,-0.019241146290431225,-0.0782679209747017
0.0,0.012737050246531576,0.012148171811339864,0.007958660163189094,0.0006632216802657579,-0.12146905074067356,-0.16766244077118359,-0.9731451714539464,0.041058801514989134,0.030010781032025542,0.025699840110298116,0.0,0.0,-0.019250647647109743,-0.07830656999396708
0.0,0.012741795019862443,0.012152697217184512,0.0,0.0,-0.1215143000803028,-0.16772489795413895,-0.9735740318746182,0.041074096634554094,0.020899265370076647,0.01774778884601747,0.0,0.0,-0.019257818849059177,-0.0783357405568327
0.10331024370695713,0.012557305109236805,0.011976736921169406,0.12423383736912566,0.051655121853478564,-0.11968949437062343,-0.16526369681603426,-0.9598044730217871,0.0404793800812486,0.008663675500741657,0.005230898415542133,0.0,0.0,-0.018978982682508912,-0.07720150839004658
0.00862740635340304,0.012745211569323416,0.012155955807599914,0.0,0.0,-0.12151370025446896,-0.16773668890943216,-0.9739014479706893,0.041085110128531825,0.0054750848011980826,0.001161381624496563,0.0,0.0,-0.01926298258701805,-0.07835674528432653
0.0006636651393154136,0.01274556679592345,0.012156294610830305,0.0,0.0,-0.12151708700865223,-0.16774136396197079,-0.9738954086884037,0.041086255227136395,0.009457228235244645,0.004977488544865602,0.0,0.0,-0.019263519472873077,-0.07835892919473599
0.0,0.012747858266604167,0.012158480138797235,0.0,0.005310275654549911,-0.12153893404351108,-0.16777152146093624,-0.9741700688271812,0.04109364194839728,0.009956766852281083,0.008297305710234236,0.0,0.0,-0.018303633637350863,-0.07445436616601606
0.0,0.012742891903249945,0.01215374338781197,0.0,0.0,-0.1214915844028482,-0.16770616033762906,-0.9738237239150199,0.04107763251738574,0.012772872745793709,0.010616413710789576,0.0,0.0,-0.01925947666740754,-0.07834248412572001
0.0,0.012742948041377277,0.012153796930477093,0.0,0.00066352878005195,-0.12149211962751204,-0.16770689915813033,-0.9737948376042417,0.041077813482694264,0.013436457796051987,0.012275282430961074,0.0,0.0,-0.0192595615139998,-0.07834282925933511
0.0,0.012738127839035501,0.012149199582968844,0.0,0.0,-0.12144616349572569,-0.16764346162503915,-0.9735259774486696,0.04106227521226411,0.021390708753343278,0.02089325041024227,0.0,0.0,-0.019252276309413705,-0.0783131949637364
0.0,0.012740962724399832,0.012151903401655648,0.0,0.0,-0.12150636275275659,-0.16768077087501623,-0.9738421506130023,0.04107141367001052,0.011609944570970462,0.01061480646488728,0.0,0.0,-0.019256560926198,-0.07833062365757916
0.0,0.012740125560071763,0.01215110494236603,0.0,0.0,-0.12149837899244505,-0.16766975315501217,-0.9738113319244318,0.041068715010327446,0.011940872628250127,0.013101790800441111,0.0,0.0,-0.01925529564458331,-0.07832547682485233
0.0,0.01273979850370033,0.012150793006955925,0.0,0.0,-0.12149525996361124,-0.1676986170832701,-0.9737531646223583,0.04106766072048962,0.015589072395003352,0.013267295655322002,0.0,0.0,-0.01925480133492406,-0.07832346610320595
0.0,0.012743984447539132,0.012154785419952822,0.0,0.0,-0.12153517993053539,-0.16775371818967702,-0.9740731128584924,0.041081154412820536,0.0172531513960902,0.009953741190052039,0.0,0.0,-0.018298071529311934,-0.0744317409738389
0.10694239293078985,0.012372343158396236,0.011800326409011483,0.1913366909665336,0.0940577672764778,-0.11792653630109083,-0.16279724514223248,-0.9456026767699598,0.03988314187221303,0.01819953373671574,0.01352885693702763,0.0,0.0,-0.018699433079199197,-0.07606437415022038
0.10061846013695527,0.012230120249694481,0.011664678963411753,0.17066928681458235,0.19677914039442515,-0.11650726127883523,-0.16089401236456802,-0.9347645994432264,0.03942467605271452,0.02515461503423882,0.017671913093674104,0.0,0.0,-0.018484478827643966,-0.07518999680700214
0.0,0.012732859599978365,0.012144174913051512,0.005304027777254134,0.0258571354141139,-0.12126333505747262,-0.16747467706679928,-0.9732227967789178,0.041045292663118606,0.022210616317251686,0.020055855032742192,0.0,0.0,-0.019244313946712242,-0.07828080616707722
0.0,0.012735614987977815,0.012146802909814998,0.0,0.0,-0.12128957641634154,-0.1675109185498517,-0.973466559324049,0.04105417485536693,0.024536437000572103,0.022215422689707172,0.0,0.0,-0.01924847841199124,-0.07829774611620699
0.0,0.012737122183974135,0.012148240422862543,0.0,0.0,-0.12130393042783942,-0.16753074262477988,-0.9735817641965384,0.04105903341053153,0.02072579456462538,0.02072579456462538,0.0,0.0,-0.01925075637262566,-0.07830701226076134
0.0,0.012736725723811577,0.012147862292441615,0.0,0.0,-0.12130015467886868,-0.16752552800373008,-0.9736509408641176,0.04105775539255971,0.019564541077236885,0.01856973390381806,0.0,0.0,-0.01925015716678539,-0.07830457484904761
0.0,0.012739868133308133,0.012150859417343132,0.003980210450392615,0.005970315675588924,-0.1213300818961349,-0.16753369154110917,-0.974023834051913,0.04106788517655997,0.019735210149863385,0.013433210270075076,0.0,0.0,-0.018292161241791886,-0.07440769947913448
0.0,0.012732943171440159,0.012144254620711979,0.0,0.0006630078237455757,-0.12126413096306579,-0.16747577627813245,-0.9733617860408798,0.04104556206176239,0.026188809037950244,0.025194297302331876,0.0,0.0,-0.019244440255766004,-0.0782813199590774
0.0006628062371754063,0.012729071738479394,0.01214056217765388,0.007953674846104875,0.007290868608929469,-0.1212272607793818,-0.16739171519864884,-0.9730658367972139,0.04103308221796512,0.031483296265831795,0.02883207131713017,0.0,0.0,-0.019238589011531696,-0.07825751863693048
0.023806925869834444,0.012700211878294653,0.012113036609866241,0.0469525482432846,0.04298472726497886,-0.12088627913904824,-0.16697913283703325,-0.9711572496151492,0.04094005037400279,0.028270724470428405,0.02215366712887372,0.0,0.0,-0.019194970513621432,-0.07808009006298042
0.0903996275351676,0.012140616790133738,0.011579313562207554,0.20924669030867468,0.19660338575830158,-0.11549658706765818,-0.1595585034257084,-0.9280501622587609,0.03913615518564719,0.02939568307961744,0.027025063476422483,0.0,0.0,-0.018349204213047046,-0.07463973526409082
0.0006632466232096261,0.012737529271175673,0.012148628688997227,0.008622206101725139,0.005969219608886635,-0.12110883339807774,-0.16737028536694915,-0.9735133935470891,0.04106034568553114,0.02321363181233691,0.021058080286905628,0.0,0.0,-0.019251371640064102,-0.0783095150068308
0.05098013992891662,0.012715119481259115,0.012127254982142573,0.027145269312799754,0.02317279087678028,-0.12089576040285942,-0.16707582222158582,-0.9715689134894635,0.040988106108991264,0.026814229443131467,0.021517591528438833,0.0,0.0,-0.01921750171247652,-0.07817174105221136
0.0,0.012740988218806598,0.012151927717366715,0.0,0.0,-0.12117489251873421,-0.16741573570819915,-0.9734460432123662,0.041071495853072286,0.03234205316336322,0.027863922725359085,0.0,0.0,-0.018293769483284508,-0.07441424138241705
0.0,0.012732738600932781,0.012144059508215517,0.0,0.0,-0.12109643341163727,-0.16730733627936853,-0.9728488998990745,0.04104490261395495,0.03629909515076452,0.03314985858517308,0.0,0.0,-0.019244131069990626,-0.07828006227268655
0.0,0.012733553749141414,0.012144836969267998,0.0,0.0,-0.12110418598897833,-0.1673511992533158,-0.9727122696694808,0.035141099684729546,0.040445416618273625,0.03845629776819459,0.0,0.0,-0.019245363076667275,-0.0782850737517197
0.0,0.0,0.012150054974013842,0.0,0.0,-0.12118938438311805,-0.16742310135905306,-0.972997528639172,0.03532202911002209,0.033166224516452666,0.03233706890354135,0.0,0.0,-0.02079054264939146,-0.08114953353098144
0.0,0.0,0.012157033075464738,0.0,0.0,-0.12125898668704226,-0.16751925692287611,-0.9733572355001743,0.03384897822134184,0.027045997304307456,0.02754377639579778,0.0,0.0,-0.020802483213951617,-0.08119613987793899
0.0,0.0,0.012163565542620236,0.0,0.0,-0.12132414406079661,-0.16760927181688595,-0.9737806505240949,0.025234359465299786,0.02457029737410769,0.022744126623329412,0.0,0.0,-0.020813661232264507,-0.08123976985851182
0.0,0.0,0.012165036743676366,0.0,0.0,-0.12133881839360229,-0.16762954440364106,-0.9739648449601411,0.022912913161353472,0.022580841956116465,0.018762023095890888,0.0,0.0,-0.020816178675055398,-0.08124959592758645
0.05506497308812169,0.10193575375241574,0.012007382796044824,0.10160798605546263,0.06096479163327759,-0.11973353969696936,-0.16542435665223224,-0.9613754319331531,0.008521960120780738,0.011635753241835236,0.007374773181444869,0.0,0.0,-0.019519088959484152,-0.07618680238116181
0.0026590696678365014,0.0046533719187138774,0.012176484931198366,0.001994302250877376,0.0066476741695912535,-0.1214530070784322,-0.16778729604048323,-0.9744825565203818,0.009472935691667536,0.007146249732310597,0.008143400857749287,0.0,0.0,-0.020835768218596017,-0.08132605772789701
0.0,0.0,0.012181811518519506,0.0,0.0006650582185915086,-0.12153938944759816,-0.16789394728342633,-0.974543060613067,0.005154201194084191,0.007149375849858716,0.004987936639436314,0.0,0.0,-0.020844882798004317,-0.08136163370490676
0.0,0.0,0.012177022748704506,0.0006647967787623365,0.0006647967787623365,-0.1215248511577551,-0.16782794679855184,-0.973993760564699,0.019279106584107756,0.021605895309775934,0.01911290738941717,0.0,0.0,-0.020836688503962867,-0.08132964978075945
0.0,0.0,0.012172401860108557,0.0,0.0,-0.12147873538623788,-0.16779748733602332,-0.9735244715758709,0.029572230441398173,0.0265817801720433,0.0237574660287637,0.0,0.0,-0.020828781479538892,-0.08129878712582811
0.0,0.0,0.012167899075473476,0.0,0.0,-0.12143379827444413,-0.16773541610665832,-0.9730979179557959,0.03686857660958232,0.02989344049425594,0.02756839512248048,0.0,0.0,-0.020821076548475047,-0.0812687132806061
0.0,0.0,0.012175974389013846,0.0,0.0,-0.12151438868609875,-0.16784673491925564,-0.9737104843949531,0.028085245743915053,0.02077311075733362,0.023099699162154985,0.0,0.0,-0.020834894605342064,-0.08132264784537302
0.0,0.0,0.012173583111547927,0.0,0.0,-0.12152375454720933,-0.16781377097714167,-0.9734195630165171,0.03356275419542833,0.03190123171050614,0.02957510023161507,0.0,0.0,-0.019789262635005515,-0.07724134280916353
0.0,0.0006640257856662807,0.012162900537572189,0.0,0.0,-0.12141711490907942,-0.16766651088073586,-0.9724325618189846,0.04133560515772597,0.0361894053188123,0.036355411765228864,0.0,0.0,-0.02081252331018571,-0.08123532832721339
0.0,0.0,0.012150353834053466,0.0,0.0,-0.12129186645060874,-0.1674935536165092,-0.9713962768951131,0.05107724209295528,0.04311715241613108,0.044609669230535616,0.0,0.0,-0.020791054043159906,-0.0811515296003703
0.0,0.0,0.012152800054475107,0.0,0.0,-0.12131628603910326,-0.16752727495145514,-0.9715586735650033,0.04959470812919315,0.04295996456675928,0.04262822738863759,0.0,0.0,-0.02079523988841861,-0.08116786776892629
0.0,0.0,0.012158550724718243,0.0,0.0,-0.12134050314331521,-0.16760654837903222,-0.9719852229363045,0.047792758349664635,0.03684025122786649,0.04015919277992653,0.0,0.0,-0.020805080136484008,-0.08120627617191041
0.0,0.0013282629144539739,0.012164836114036636,0.0019923943716809605,0.0013282629144539739,-0.12140323038109321,-0.16765998637695284,-0.972487692817477,0.04067805175515295,0.03685929587609777,0.03486690150441681,0.0,0.0,-0.020815835368042344,-0.08124825593351141
0.0,0.0,0.012165475812003489,0.0006641663811288735,0.001328332762257747,-0.12140961447035806,-0.1676688029159841,-0.9725056235679529,0.038521650105474654,0.03835560851019244,0.035200818199830286,0.0,0.0,-0.020816929985958976,-0.08125252844023849
0.0,0.0006650903494606024,0.012182400056756137,0.0,0.0,-0.12157851588139812,-0.16790205872132907,-0.9736590170928489,0.027767522089980148,0.032090609361474065,0.026437341391058942,0.0,0.0,-0.019803595378517832,-0.077297286296066
0.0,0.0,0.012177988709370797,0.0,0.0,-0.12153449129957118,-0.16784126000315505,-0.9731069922900294,0.0329100509810108,0.03041686530063119,0.030250652921939215,0.0,0.0,-0.020838341405655336,-0.08133610137769842
0.0,0.0,0.01216810888480845,0.0,0.0,-0.12143589213997517,-0.1677050928377283,-0.9720518007320496,0.04334623611670339,0.040522918055462175,0.03919429779134866,0.0,0.0,-0.020821435563305547,-0.08127011458534918
0.0,0.0,0.012163844547234222,0.0,0.0,-0.12139333469389914,-0.1676463202597092,-0.9715119200789919,0.049141721922037945,0.04283298735096551,0.04349706467423629,0.0,0.0,-0.02081413865046046,-0.08124163331463004
0.0,0.0,0.012175052377025637,0.0,0.0,-0.12150518714546397,-0.16780079045335,-0.9724403106882593,0.040546041662326594,0.03622556181306229,0.03589321720927273,0.0,0.0,-0.020833316906343574,-0.08131648977918211
