Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005999995759956643,-0.0002250007936477105,-7.908295206805364e-05,-0.00025149749900922386,-0.0001560173739030225,0.0006191103786816575,0.0003523554245230012,0.00020703369576492727,0.00012342393401370666,-0.43397704647149193,-0.7263774134295541,-0.5329528180673311,0.0,0.0,8.759117897746923e-06,3.5832755036237413e-06
7.962836230310665e-06,7.962836230310665e-06,0.0,7.962836230310665e-06,0.0,0.0,7.962836230310665e-06,0.0,0.0,0.0,-0.0006003978517654242,-0.00022500084388226484,-7.90829697244218e-05,-0.0002514975551595359,-0.00015601740873606962,0.0001413403430880143,0.0002508293412547859,0.00014532176120316963,0.00011944254345465998,-0.4339771433628991,-0.7263775756034071,-0.5329529370564549,0.0,0.0,9.555403476372798e-06,3.185134492124266e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000599601575943517,-0.0002250008468096412,-7.90829707533318e-05,-0.0002514975584316481,-0.0001560174107659361,6.768410883824561e-05,0.00026874572626950464,0.00011745183592519091,5.3749145253900924e-05,-0.43397714900916434,-0.7263775850539518,-0.5329529439904459,0.0,0.0,8.36097815060681e-06,2.7869927168689372e-06
0.0,8.381932535908651e-06,0.0,8.381932535908651e-06,0.0,0.0,8.381932535908651e-06,0.0,0.0,0.0,-0.000630740423327126,-0.00023684298400672744,-8.324522793099672e-05,-0.00026473425791038167,-0.00016422884467661597,3.771869641158893e-05,0.00034785020024020904,0.0001278244711726069,8.591480849306367e-05,-0.43397712568989605,-0.7263775464291963,-0.5329529154329684,0.0,0.0,8.801029162704084e-06,2.9336763875680283e-06
0.0,0.0,7.962836043876582e-06,0.0,0.0,0.0,0.0,0.0,7.962836043876582e-06,0.0,-0.0005988052704995189,-0.0002250008386143145,-7.908296787285027e-05,-0.00025149754927121737,-0.00015601740508323014,8.759119648264241e-05,0.0003842068391170451,8.360977846070412e-05,6.967481538392009e-05,-0.4339771332021815,-0.7263775585967108,-0.5329529245784145,0.0,0.0,9.953545054845727e-06,3.185134417550633e-06
0.00021499578232408163,0.00026277262284054415,0.0019110736206585032,0.0003583263038734693,0.0005096196321756008,0.00046184279165913827,0.0005335080524338322,0.0,0.001616449770806984,0.00039017753088444444,-0.0005968123661181451,-0.00022500001095323845,-7.90826769677377e-05,-0.0002514966241425222,-0.00015601683117633198,0.0001473119249257596,0.0,0.0001811538536249206,0.00023092139582956913,-0.4339755368259935,-0.7263748866314175,-0.5329509641217614,0.0,0.0,1.1944210129115643e-05,6.768385739832199e-06
0.002707260000722599,0.0030496487655198687,0.002778922765447609,0.002826697941930949,0.002778922765447609,0.0035114754715254892,0.0026754098830670393,0.0,0.0009156908825973497,0.0040688525304977885,-0.0005916159354520268,-0.00022499217436407177,-7.907992257476247e-05,-0.0002514878646953032,-0.00015601139722188977,0.0002627634706583699,0.0,0.0002587822059514249,0.00032049180890907243,-0.4339604217689938,-0.7263495875145711,-0.5329324018215458,0.0,0.0,3.065573824347649e-05,5.494145295584098e-05
0.00011147958147987748,0.0010033162333188974,7.962827248562677e-06,0.0008759109973418945,0.000246847644705443,0.0004618439804166353,0.00015925654497125354,0.0,7.962827248562677e-06,0.000270736126451131,-0.0005944250541052038,-0.00022500059009067372,-7.908288052212207e-05,-0.0002514972714807568,-0.00015601723275492337,0.00022295916295975496,0.0,0.00032647591719106974,0.000252819765141865,-0.43397665385473627,-0.7263767562797214,-0.5329523359077145,0.0,0.0,2.388848174568803e-05,3.9814136242813386e-05
0.0,0.0,7.962836042748136e-06,7.962836042748136e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005956201359975606,-0.0002250008385824287,-7.90829678616431e-05,-0.00025149754923557666,-0.00015601740506112027,0.00023092224523969595,0.0,0.00027272713446412365,0.00020703373711145154,-0.4339771331406808,-0.7263775584937728,-0.5329529245028876,0.0,0.0,1.9508948304732934e-05,1.9508948304732934e-05
7.962836219247095e-06,7.962836219247095e-06,3.185134487698838e-05,0.0,0.0,0.0,7.962836219247095e-06,0.0,0.0,7.962836219247095e-06,-0.000593629440144871,-0.0002250008435696485,-7.908296961454387e-05,-0.000251497554810105,-0.00015601740851929892,0.00023888508657741284,0.0,0.00018712665115230674,0.0001891173602071185,-0.433977142759931,-0.7263775745941776,-0.5329529363159697,0.0,0.0,1.7120097871381256e-05,9.15726165213416e-06
0.0,1.67638649935188e-05,8.3819324967594e-06,8.3819324967594e-06,8.3819324967594e-06,5.029159498055639e-05,0.0,8.3819324967594e-06,8.3819324967594e-06,3.35277299870376e-05,-0.0006244539710085753,-0.0002368429829005117,-8.324522754218561e-05,-0.00026473425667389495,-0.00016422884390955702,0.00015506575119004888,0.0,0.00025564894115116165,0.00026403087364792105,-0.4339771236629315,-0.7263775430365255,-0.5329529129437205,0.0,0.0,1.4668381869328948e-05,7.543739247083459e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.962836334416147e-06,0.0,0.0,-0.0005944257323641653,-0.00022500084682390778,-7.90829707583462e-05,-0.00025149755844759475,-0.00015601741077582868,0.00023888509003248438,0.0,0.0001473124721866987,0.00014333105401949064,-0.43397714903668144,-0.7263775851000092,-0.5329529440242388,0.0,0.0,1.4333105401949062e-05,6.370269067532917e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015925673085985076,0.0,0.0,-0.0005960183152429915,-0.00022500085271751942,-7.908297282982425e-05,-0.0002514975650352541,-0.00015601741486250673,8.560049283716978e-05,0.0,5.77305649366959e-05,9.555403851591045e-05,-0.43397716040416207,-0.7263776041265481,-0.5329529579842647,0.0,0.0,1.2342396641638433e-05,5.573985580094777e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005952220451921904,-0.00022500085785980004,-7.908297463722558e-05,-0.00025149757078310366,-0.00015601741842820581,-3.981418362489569e-06,0.0,0.0,1.9907091812447843e-05,-0.43397717032249045,-0.7263776207275406,-0.5329529701646349,0.0,0.0,1.1546113251219748e-05,5.573985707485397e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.370269374968667e-05,0.0,-0.000593231335543957,-0.00022500085768268049,-7.908297457497184e-05,-0.000251497570585126,-0.00015601741830538967,0.0,0.0,-1.5925673437421666e-05,-5.972127539033124e-06,-0.4339771699808658,-0.7263776201557398,-0.532952969745097,0.0,0.0,1.1944255078066248e-05,5.175843867162041e-06
0.0004379554790579595,0.0003901785177061821,0.0001194424033794435,0.0002548104605428128,0.0006290633244650691,0.0007405429009525497,0.00042999265216599663,0.0,0.0009316507463596592,7.9628268919629e-06,-0.0005940268861404323,-0.0002250005800144586,-7.908287698054862e-05,-0.0002514972602179392,-0.00015601722576799416,7.9628268919629e-05,0.0,0.0001274052302714064,0.00016921007145421162,-0.4339766344199334,-0.726376723750347,-0.5329523120404775,0.0,0.0,1.3536805716336932e-05,6.37026151357032e-06
0.0012979392524047138,0.0001433307149894776,0.0008360958374386192,0.0001911076199859701,0.0003981408749707711,0.00019907043748538554,0.0006848023049497263,0.0,7.962817499415421e-05,0.0012421995299088057,-0.0005956187489562735,-0.0002250003146151652,-7.908278369839055e-05,-0.00025149696356450323,-0.00015601704173797312,0.0002010611418602394,0.0,0.00022096818560877793,0.0002866614299789552,-0.4339761225230658,-0.7263758669531369,-0.5329516833969113,0.0,0.0,1.3138648874035446e-05,7.166535749473879e-06
0.0007376090912455172,6.705537193141065e-05,0.0005364429754512852,0.00015087458684567398,0.00017602035131995296,9.220113640568965e-05,0.00011734690087996863,0.00020116611579423194,0.0001927841943028056,0.0012321424592396707,-0.0006265486314841182,-0.00023684267192975255,-8.324511824263497e-05,-0.00026473390908237347,-0.00016422862827991227,0.00032689493816562694,0.0,0.0002724124484713558,0.00031222657555563085,-0.43397655385843936,-0.7263765893153166,-0.532952213185721,0.0,0.0,1.592565083371003e-05,6.705537193141065e-06
0.00032647615568590717,0.00033443898875141717,2.3888499196529795e-05,0.00026277349116182773,0.00019110799357223836,0.0001990708266377483,0.00018314516050672841,4.777699839305959e-05,1.5925666131019865e-05,0.00034240182181692705,-0.000594027346687041,-0.0002250007544564855,-7.90829382931788e-05,-0.0002514974552027336,-0.00015601734672750944,0.0003165226143540198,0.0,0.00038022527887809926,0.0003981416532754966,-0.43397697088023823,-0.7263772869072418,-0.5329527252362193,0.0,0.0,1.712009109084635e-05,6.370266452407946e-06
0.0,0.0,0.0,0.0,7.962834527511692e-06,0.0,0.0,0.0,0.0,7.962834527511692e-06,-0.0005936293140259966,-0.00022500079576734763,-7.90829528130606e-05,-0.0002514975013784752,-0.00015601737537279605,0.00039416030911182875,0.0,0.0004598536939638002,0.00043198377311750924,-0.43397705055980573,-0.7263774202724478,-0.5329528230880537,0.0,0.0,1.7916377686901305e-05,2.2694078403408318e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000598459587534573,-0.0002268315938049864,-7.972643904752948e-05,-0.0002535438991719784,-0.000157286865570357,0.0003672639319880177,0.0,0.0004756368955254655,0.000401381346434992,-0.4461310661627479,-0.7191590870161045,-0.5327065340244278,0.0,0.0,1.7259397896704655e-05,2.167459270748957e-05
0.0,8.027627473489855e-06,0.0,0.0,0.0,0.0,8.027627473489855e-06,0.0,0.0,0.0,-0.0005984596281486687,-0.00022683160919877442,-7.972644445811574e-05,-0.0002535439163785808,-0.0001572868762445344,0.0003913468393326304,0.0,0.0003712777706489058,0.0003090636577293594,-0.4461310964391611,-0.7191591358213982,-0.5327065701762325,0.0,0.0,1.6858017694328696e-05,1.8062161815352175e-05
8.027627799191145e-06,0.0,0.0,0.0,0.0,0.0,8.027627799191145e-06,0.0,0.0,0.0,-0.0005980582710397403,-0.00022683161840191047,-7.972644769282063e-05,-0.0002535439266655032,-0.00015728688262606354,0.0003592363440138037,0.0,0.0002789600660218923,0.00031508439111825246,-0.44613111453983584,-0.7191591649995158,-0.5327065917894946,0.0,0.0,1.5252492818463176e-05,9.231771969069818e-06
0.0,0.0,0.0,0.0,0.0,0.0,8.027627568975363e-06,0.0,0.0,0.0,-0.0005976568725102157,-0.0002268316118968482,-7.972644540643079e-05,-0.0002535439193943871,-0.00015728687811540062,0.0003130774751900391,0.0,0.0003451879854659405,0.00038331921641857357,-0.446131101745717,-0.7191591443755164,-0.5327065765125699,0.0,0.0,1.5252492381053187e-05,5.2179579198339854e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006299575351066442,-0.00023877012699616206,-8.392257734915195e-05,-0.00026688834649921936,-0.00016556514124460927,0.0003443429853198625,0.0,0.00021547843253144768,0.0002598416392290987,-0.4461311186584395,-0.7191591718196654,-0.5327065967647415,0.0,0.0,1.5210242296337484e-05,4.647574034992009e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005996638754885088,-0.0002268316482428044,-7.972645818125466e-05,-0.00025354396002054186,-0.0001572869033179812,0.0001505180410362723,0.0,8.830391740794642e-05,0.00010435917511848213,-0.4461311732307333,-0.7191592596086911,-0.532706661869852,0.0,0.0,1.4048350496718747e-05,4.4151958703973204e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000600065263393786,-0.00022683165068570978,-7.97264590398835e-05,-0.00025354396275113045,-0.00015728690501191163,4.41519591794759e-05,0.0,9.432464006524396e-05,9.231773282981323e-05,-0.4461311780354255,-0.7191592673538098,-0.532706667606935,0.0,0.0,1.244282485967048e-05,4.013814470861445e-06
0.0,0.0,0.00034518801215896764,0.0,0.0,0.0,0.0,0.0,6.422102551794748e-05,0.0,-0.0005968541559074243,-0.00022683162943750031,-7.97264515715937e-05,-0.00025354393900067405,-0.00015728689027823096,0.0001585456567474328,0.0,0.00015051802855768937,0.00019868379769615,-0.44613113624457007,-0.7191591999873435,-0.5327066177062142,0.0,0.0,1.2844205103589494e-05,4.415195504358888e-06
7.224864423470958e-05,0.00023280118697850864,0.00024082881411569858,8.027627137189954e-05,0.00022477355984131867,0.00024082881411569858,8.830389850908949e-05,0.0,8.027627137189954e-06,0.00018463542415536892,-0.0005952485522226351,-0.0002268315996961601,-7.972644111815065e-05,-0.00025354390575691273,-0.00015728686965534462,0.00014048347490082418,0.0,0.0003170912719190032,0.00028297385658594584,-0.44613107774947425,-0.7191591056937986,-0.5327065478596553,0.0,0.0,1.2844203419503926e-05,4.816576282313971e-06
0.0,0.0,0.0,8.0276284138277e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005968541725680894,-0.00022683163576930817,-7.972645379708833e-05,-0.00025354394607813284,-0.00015728689466875783,0.0002167459671733479,7.425556282790623e-05,0.00023681503820791717,0.00021473906006989096,-0.44613114869793313,-0.7191592200620477,-0.5327066325762566,0.0,0.0,1.1640061200050163e-05,4.01381420691385e-06
0.0,8.027628525855935e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005996638508814384,-0.0002268316389348194,-7.972645490969763e-05,-0.00025354394961642326,-0.000157286896863749,0.00017058710617443864,9.833844944173522e-05,0.00023280122724982213,0.00017460092043736659,-0.4461311549238423,-0.7191592300981549,-0.5327066400103556,0.0,0.0,1.003453565731992e-05,3.612432836635171e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006320701052216097,-0.00023877014077027203,-8.392258219045611e-05,-0.000266888361895406,-0.0001655651507956888,0.00017745283702745725,4.4363209256864314e-05,0.00023237871515500354,0.00016477763438263888,-0.44613114439473733,-0.7191592133063357,-0.5327066274953834,0.0,0.0,1.0562668870681979e-05,3.3800540386182337e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006000652406194388,-0.00022683164207674156,-7.972645601401586e-05,-0.00025354395312834676,-0.0001572868990423833,0.00013847659398910127,7.425556489270648e-05,0.00021473906604107005,0.0001565387584224623,-0.44613116110335665,-0.7191592400594738,-0.5327066473890564,0.0,0.0,1.1238680091869088e-05,3.6124328866722066e-06
0.0,0.0,0.0002408288537306679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006008679900580164,-0.0002268316370086673,-7.972645423269648e-05,-0.00025354394746344224,-0.00015728689552813952,0.00014048349800955629,7.425556323362261e-05,0.0001786147331835787,0.00015453184781051191,-0.4461311511354975,-0.7191592239913785,-0.5327066354868507,0.0,0.0,1.1238679840764503e-05,3.211051383075572e-06
0.00015252478302578225,0.0005539057909883672,0.000586016271625374,0.0002889943257330611,0.0003211048063700679,0.0006261543724216325,0.00022477336445904752,0.0,0.0007144581941734012,0.0003853257676440815,-0.0005992618448881393,-0.00022683140252495747,-7.972637181670281e-05,-0.0002535436853662931,-0.00015728673293523466,0.0002287871745386734,0.00016055240318503395,0.00025086312997661556,0.00032511861644969375,-0.4461306899542938,-0.7191584805716112,-0.532706084809574,0.0,0.0,1.2041430238877547e-05,5.217953103513604e-06
0.0015733881051709434,0.0022075598414388236,0.002777511655046665,0.001332563395195799,0.0016376080278309817,0.002183477370441309,0.0014208657888533519,0.0,0.0012201785305407315,0.0025045769837415016,-0.0005940342846053562,-0.00022682773409240872,-7.97250824413601e-05,-0.00025353958492915085,-0.00015728418921437344,0.00032310648588331875,0.00022878347447638717,0.0003672576827120952,0.00044351884087089093,-0.44612347490238385,-0.7191468499757216,-0.5326974696164452,0.0,0.0,2.488522003076492e-05,3.7729204562772616e-05
0.0008348697972337301,0.0007947318262128776,4.8165565225022884e-05,0.00048165565225022887,0.001284415072667277,0.0014048289857298342,0.0008830353624587529,2.4082782612511442e-05,6.422075363336385e-05,0.001420884174138175,-0.0005944433508188241,-0.00022683066912858863,-7.972611404361258e-05,-0.00025354286560317333,-0.0001572862243922485,0.00044553147833146167,0.00022075884061468823,0.00041141420296373715,0.0005197867247200386,-0.4461292475145593,-0.7191561553723117,-0.5327043624523347,0.0,0.0,2.970209855543078e-05,6.020695653127861e-05
6.422100896368663e-05,0.0,0.0,0.0,1.6055252240921656e-05,2.408287836138248e-05,2.408287836138248e-05,1.6055252240921656e-05,0.0003532155493002764,8.027626120460828e-05,-0.0005956498581381934,-0.0002268315709670861,-7.972643102049747e-05,-0.00025354387364462486,-0.00015728684973437187,0.00039536058643269573,0.0002127320921922119,0.00040138130602304135,0.00047563684763730397,-0.44613102124529774,-0.719159014609597,-0.5327064803903704,0.0,0.0,2.2878734443313356e-05,3.572293623605068e-05
0.00038025587847623633,0.0,0.0003718057478434311,0.0,9.295143696085778e-05,3.380052253122101e-05,0.0002450537883513523,1.6900261265610506e-05,0.0004140564010074574,0.00014365222075768928,-0.0006265771864225094,-0.00023877001464117525,-8.392253785878442e-05,-0.0002668882209130038,-0.00016556506333675083,0.00041616893366565864,0.0002450537883513523,0.00040771880303285343,0.00048165744606989936,-0.44613090872825867,-0.7191588334141862,-0.5327063460958518,0.0,0.0,2.3237859240214445e-05,3.295550946794048e-05
0.0009633123384707831,0.0005779874030824698,0.0003371593184647741,0.0005298217861589307,0.0007144566510324975,0.0007305118566736772,0.0007867050764178063,0.0,0.0013566648766796861,0.0009231743243678338,-0.0005944439888646791,-0.0002268309125973195,-7.97261996176484e-05,-0.0002535431377434441,-0.00015728639321543975,0.0004595802614787694,0.00017259346064268195,0.0003291317156441842,0.0004114146445552303,-0.4461297263674504,-0.7191569272786731,-0.5327049342306377,0.0,0.0,2.6089709166917044e-05,5.057389776971611e-05
0.0014851029617134052,0.0008990893606048723,0.0006422066861463374,0.0005940411846853622,0.0008910617770280431,0.0010034479471036522,0.0019346476420158416,3.211033430731687e-05,0.0006100963518390206,0.0011559720350634074,-0.000595646701400728,-0.00022683036883850563,-7.972600849809047e-05,-0.0002535425299501135,-0.00015728601616867114,0.00038131021989938786,6.823446040304835e-05,0.00022276544425701078,0.00029902748823688836,-0.44612865690576164,-0.719155203316479,-0.5327036572309559,0.0,0.0,3.090619677079249e-05,6.662894368768251e-05
0.00043349163495955877,0.00043349163495955877,0.00016055245739242917,0.00029702204617599394,0.00029702204617599394,0.00027293917756712955,0.00042546401208993725,0.00023280106321902228,0.00016858008026205063,0.0005940440923519879,-0.0005968537603563554,-0.00022683147911016724,-7.972639873476107e-05,-0.0002535437709703854,-0.00015728678604003986,0.0003010358576108047,0.00011640053160951114,0.000280966800436751,0.00028297370615415636,-0.44613084058164126,-0.7191587233814801,-0.5327062646674191,0.0,0.0,2.769529890019403e-05,5.6193360087350205e-05
0.00020871831080124289,0.00017660780144720551,8.027627338509341e-06,0.00010435915540062144,8.027627338509341e-05,8.830390072360276e-05,6.422101870807473e-05,0.0,8.027627338509341e-06,0.0002328011928167709,-0.0005952485671504677,-0.00022683160538471516,-7.972644311755573e-05,-0.0002535439121153675,-0.0001572868735998348,0.0002047044971319882,0.0001424903852585408,0.0003070567456979823,0.00032712581404425567,-0.44613108893769143,-0.7191591237290995,-0.5327065612190397,0.0,0.0,2.5287026116304425e-05,4.7363001297205114e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034518797609686935,6.422101880871989e-05,0.0,-0.0005928402798779954,-0.0002268316057401985,-7.972644324250048e-05,-0.0002535439125127135,-0.00015728687384632982,0.0003672639513123669,2.4082882053269956e-05,0.00025889098207265205,0.00031107055985473694,-0.446131089636854,-0.719159124856143,-0.5327065620538807,0.0,0.0,2.287873795060646e-05,3.7328467182568434e-05
3.211050856463386e-05,0.00010435915283506006,0.00027293932279938784,0.00017660779710548626,9.633152569390159e-05,4.013813570579233e-05,9.633152569390159e-05,0.0003532155942109725,4.8165762846950793e-05,7.22486442704262e-05,-0.0005940444084457265,-0.00022683159980829584,-7.972644115756397e-05,-0.00025354390588225393,-0.00015728686973310045,0.0002709324160140982,2.6089788208765015e-05,0.00021273211924069933,0.00029100148386699437,-0.4461310779700222,-0.7191591060493198,-0.5327065481230026,0.0,0.0,2.1273211924069935e-05,2.7695313636996703e-05
4.225067213163087e-05,5.9150940984283204e-05,6.760107541060939e-05,4.225067213163087e-05,4.225067213163087e-05,3.3800537705304695e-05,1.6900268852652347e-05,0.0,5.070080655795703e-05,3.3800537705304695e-05,-0.0006253099475481368,-0.00023877012183230463,-8.392257553416685e-05,-0.00026688834072725203,-0.0001655651376639487,0.0002535040327897852,9.717654590275097e-05,0.0002999797721345791,0.00031476750738064995,-0.4461311090100069,-0.7191591562664826,-0.5327065852439498,0.0,0.0,1.901280245923389e-05,1.2675201639489258e-05
6.422102222604072e-05,3.211051111302036e-05,0.0,2.4082883334765266e-05,0.00012041441667382633,6.422102222604072e-05,0.00010435916111731615,0.0,0.0,0.0002087183222346323,-0.0005932416928130511,-0.00022683161781033353,-7.972644748489402e-05,-0.0002535439260042605,-0.00015728688221585928,0.0002388219264030889,0.00011439369584013501,0.00029300841390631074,0.0002869876930726194,-0.4461311133763257,-0.7191591631239485,-0.5327065904001956,0.0,0.0,1.7660781112161196e-05,9.231771944993352e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005928403526193553,-0.00022683163357238201,-7.972645302491592e-05,-0.00025354394362249065,-0.00015728689314539144,0.00027093245634263023,6.02072125205845e-06,0.00020069070840194833,0.00025487719967047436,-0.4461311443770315,-0.7191592130967949,-0.5327066274168478,0.0,0.0,1.7259400922567557e-05,8.42900975288183e-06
0.0,0.00022788924832459824,0.000337613701221627,0.00042201712652703376,0.0,4.2201712652703375e-05,0.0,0.0,8.440342530540675e-06,0.0,-0.0006233192958804288,-0.00023849343840554296,-8.38253272452969e-05,-0.0002665790743076997,-0.00016537328313336676,0.00021100856326351688,2.954119885689236e-05,0.00017724719314135418,0.0001688068506108135,-0.44974637459436023,-0.724870121070882,-0.5218146258590697,0.0,0.0,1.6458667934554316e-05,8.01832540401364e-06
