Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
0.00835879999979239,0.014057981817832653,0.9998662428594002
0.0,0.019566062189025228,0.9998085662817734
0.0,0.03702423505244848,0.9993143679637461
0.0,0.05028580858183611,0.9987348684487145
0.0,0.046877947618417175,0.9989006247005178
0.0,0.037213840652051466,0.9993073251327261
0.0,0.031334299300071165,0.9995089602836852
0.03340038848175011,0.03510836289274869,0.9988252183962212
0.028861269161606067,0.021076321558804432,0.9993612038757214
0.0,0.02298370206310495,0.9997358398294393
0.0,0.020325601213904095,0.9997934136286822
0.0,0.028488153954635793,0.9995941301769717
0.0,0.034938314026885325,0.9993894707334867
0.0,0.034748661788007576,0.9993960828940359
0.0,0.03171372927606517,0.9994969931797716
0.0,0.034748661788007576,0.9993960828940359
0.0,0.03512796249124979,0.9993828226716794
0.0,0.044605123224981474,0.9990046961761911
0.0,0.04801408905954732,0.9988466585276148
0.0,0.043847359398875504,0.9990382420476935
0.0,0.04649919315292666,0.998918327510376
0.0,0.04630980838904355,0.9989271252934171
0.0,0.053502734004148095,0.9985677029896778
0.0,0.05766332809359905,0.9983360859916713
0.0,0.05879752348929806,0.9982699290430046
0.0,0.05425941933388222,0.9985268726546871
0.0,0.0491500441694108,0.9987914062296216
0.0,0.045741624215796244,0.9989533041209189
0.0,0.050475083804173836,0.9987253205536352
0.0,0.04858209017885857,0.9988191931044642
0.0,0.053124356692105155,0.9985879043559709
0.0,0.05274595649675664,0.9986079631533298
0.0,0.045741624215796244,0.9989533041209189
0.0,0.046877947618417175,0.9989006247005178
0.0,0.04403680750159902,0.9990299092545064
0.000759038083483024,0.05009651350987958,0.9987440929464074
0.0015172855795121025,0.05955345899585002,0.9982239645320581
0.0,0.06087628732773376,0.9981453188996036
0.14497077904686959,0.04619535187244808,0.9883569510495308
0.0007590808889472011,0.048960717337094464,0.9988004164767058
0.021263230233530665,0.03322379723989166,0.9992217243119759
0.07348601209302599,0.03030351014145402,0.9968357453962865
0.0007597780973806413,0.02374306554314504,0.999717804970911
0.0,0.0330416251499351,0.9994539764328575
0.04780563592448915,0.028266030764876524,0.9984566353521088
0.0007594818924138922,0.0366450013089703,0.9993280577799867
0.05612188782461268,0.03204256433229575,0.9979096190427329
0.07347464684451369,0.03503301460369854,0.9966815761108715
0.03567535451965898,0.03472654189945529,0.9987598992588768
0.03112474886754715,0.03567959016523698,0.9988784795226958
0.008355114119139171,0.0328507896047972,0.9994253437302845
0.011392852699864795,0.03322915370793899,0.9993828226716794
0.04930831480180943,0.035464057184378325,0.9981537911261114
0.07951678135952643,0.027262896466123347,0.9964606444604317
0.0015189089458035356,0.0375929964086375,0.9992919791215351
0.01973792964109749,0.04270225162737437,0.998892853032514
0.037945958138139994,0.0371870389753772,0.9985876167834359
0.013667083916244924,0.04100125174873477,0.999065617550851
0.0,0.04081556022759915,0.9991666978253966
0.0,0.05066435358798532,0.9987157369719931
0.0,0.07069200505554991,0.9974981906856903
0.0,0.08199219229661868,0.996632971761618
0.0,0.06937179067442246,0.9975908753886155
0.0,0.07182332204110514,0.9974173702171922
0.001516119489917782,0.07125761602613574,0.9974567928185982
0.0,0.063143125710064,0.9980044817913207
0.0,0.056717994487839415,0.9983902388852153
0.0,0.051989088100872424,0.9986476529379317
0.0,0.05066435358798532,0.9987157369719931
0.009109748219266491,0.046307886781271325,0.9988856751947314
0.021249075684239015,0.049328211409840575,0.9985565604119135
0.0007588094183810766,0.05577249225100912,0.9984432148682154
0.0,0.06049838838147313,0.9981682949298902
0.0,0.06899451930190033,0.9976170389013509
0.0,0.07389668031228157,0.9972659026753218
0.0,0.07709906796394538,0.9970234368955883
0.0,0.07314284128683643,0.997321475136522
0.054598046112230195,0.038104886349160656,0.9977810736815186
0.0,0.0411945985074084,0.9991511422471643
0.025048803357292038,0.04288658756627274,0.9987658875118274
0.0,0.040626034469250095,0.9991744218720289
0.0,0.04498397635050894,0.9989877085688776
0.0,0.060687341116597564,0.9981568246664437
0.0015168217654145915,0.06446492503012013,0.9979188206926418
0.04019575077340959,0.050434291064749774,0.997918174954519
0.030361529898992583,0.039849507992427764,0.9987443087271908
0.003036641147331019,0.04668835764021442,0.9989048884009937
0.0007584115370503394,0.06446498064927884,0.9979196816787556
0.0,0.07220036632794445,0.9973901478870295
0.06663035026649092,0.054705031894931457,0.9962769473940161
0.0007588413152740597,0.05501599535736932,0.9984851848749166
0.026559202767823697,0.04837569075567888,0.9984760394181968
0.002276589617255489,0.05444843501269378,0.9985139884169791
0.018196382562092737,0.06653052374265157,0.9976184546569807
0.06507951737556626,0.06564707130616713,0.9957183931449123
0.0,0.06503141294051358,0.9978832172809402
0.0,0.0691831586985809,0.9976039748078828
0.0,0.07314284128683643,0.997321475136522
0.015170089419236837,0.06068035767694735,0.9980419643377778
0.0007586002629947962,0.06049837097383499,0.998168007719719
0.0,0.06767383740924558,0.9977074980826328
0.0,0.0733313128476144,0.9973076348630072
0.0,0.08687939464564555,0.9962188367954132
0.0,0.08368460379269722,0.9964922915346908
0.0,0.07615743243211319,0.9970958055700304
0.0,0.06993764187850775,0.9975513652180892
0.0,0.06748513936065674,0.9977202794197745
0.0,0.0621987264535941,0.9980637847490262
0.0,0.06805121170067774,0.9976818293354197
0.0,0.07898171776883073,0.9968760646430853
0.0,0.09007150726741464,0.9959353008999007
0.0,0.09644731726526444,0.9953380907974602
0.0,0.09775853773645458,0.9952101628799969
0.0,0.10037944543644876,0.9949492283196519
0.0,0.10094079864892304,0.9948924339686767
0.0,0.0981330789729908,0.995173300893508
0.0,0.09625995889535113,0.9953562278468274
0.0,0.09832033396496935,0.9951548180705436
0.0,0.09476072517905346,0.9955000778320109
0.0,0.08913293426092816,0.9960197387753101
0.006054388800697489,0.09138343096052773,0.9957973754344467
0.021192463790863984,0.08798656841742637,0.995896201045369
0.0015136493525573062,0.0911973734915777,0.9958316865484221
0.0,0.0970093307886228,0.9952834720520296
0.0,0.1020632153891256,0.994777914946061
0.0,0.10766937216127752,0.9941867562477366
0.0,0.10262427788990267,0.9947201906001386
0.0,0.09232309899799217,0.9957291024126024
0.0,0.08819412375123711,0.9961033061564203
0.0,0.0895083920994721,0.9959860680470219
0.0,0.08875743842183642,0.9960532702244362
0.0,0.09138510586490499,0.9958156267231699
0.0,0.09625995889535113,0.9953562278468274
0.0,0.10037944543644876,0.9949492283196519
0.0,0.1018761728819085,0.994797087550489
0.0,0.09832033396496935,0.9951548180705436
0.0007569032055993008,0.0900714814663168,0.9959350156129667
0.0,0.09082219304425831,0.9958671242945172
0.0,0.09438581557683172,0.9955356938944461
0.0,0.09757125153014283,0.9952285420318498
0.0,0.08575212230502996,0.9963165026838524
0.0,0.08725507816101409,0.9961860023786296
0.0,0.09176033244985339,0.9957811212252883
0.0,0.0966346653835557,0.9953199191446981
0.0,0.09794581355711247,0.9951917491652728
0.0,0.09513559446564603,0.9954643231505927
0.001514211151847573,0.08706714123123545,0.996201294961218
0.08312625103869671,0.06612315423532693,0.9943428759045959
0.11742327888212256,0.07263683597515916,0.990421962416065
0.008337004498621282,0.0735172214878422,0.9972590999838996
0.000757398030563855,0.08255638533146019,0.9965861074634879
0.0,0.09438581557683172,0.9955356938944461
0.0,0.1018761728819085,0.994797087550489
0.0,0.09906924931167234,0.995080541383873
0.0,0.09757125153014283,0.9952285420318498
0.0,0.0958852114773395,0.9953923981123955
0.0,0.09906924931167234,0.995080541383873
0.0015127865652705436,0.09719653681863243,0.9952640577792772
0.0,0.09644731726526444,0.9953380907974602
0.0,0.09775853773645458,0.9952101628799969
0.0,0.10000515666515926,0.9949869188287738
0.0,0.10299826518311776,0.9946815356531297
0.0,0.11289254571415769,0.9936072026319942
0.0,0.10374610858886478,0.9946038130595857
0.0,0.09981799634778464,0.9950057123479812
0.03101223270996657,0.09209120323020561,0.9952675277079805
0.0,0.08161600398497781,0.9966638489949979
0.0,0.08274446363643308,0.9965707971526755
0.0,0.08875743842183642,0.9960532702244362
0.06005694840463391,0.09140743090516606,0.99400092782836
0.0,0.09344836619963805,0.9956241272963497
0.0,0.0919479310957661,0.9957638163576782
0.0,0.09607259029298468,0.9953743302870515
0.0,0.10225024707219463,0.9947587079154798
0.0,0.10056657385224997,0.9949303313416572
0.0,0.10225024707219463,0.9947587079154798
0.0,0.10318524246059192,0.9946621565830023
0.010580217321776674,0.10523537586124301,0.9943910572147997
0.0015118994123197334,0.10299814746428183,0.9946803988111421
0.0,0.09963082543467518,0.9950244713690238
0.0,0.09382337591806106,0.9955888579787031
0.0007569545961903302,0.08932064235045897,0.9960026354733407
0.0,0.08763072445158676,0.9961530284710728
0.0,0.08406059743721365,0.9964606444604317
0.0,0.0895083920994721,0.9959860680470219
0.0,0.0928857770880585,0.9956767710531101
0.0,0.08932066793995243,0.9960029208183881
0.0,0.06635279968144597,0.9977962246743739
0.0,0.0733313128476144,0.9973076348630072
0.052617158926398226,0.06984076130878038,0.9961695150155541
0.021987270317513605,0.06539317465122581,0.9976173077152476
0.01743552442576092,0.06898403142366279,0.9974653908264375
0.02045680632919879,0.07557653449398441,0.9969301412379351
0.0,0.07691075728026932,0.9970379809287987
0.0,0.07860525475683514,0.9969058199873311
0.0064401016527167385,0.07803887885056754,0.9969295153010813
0.009092388907976808,0.0770958809488867,0.996982223314268
0.0007578502973711684,0.07502717943974567,0.997181201190758
0.0007578069925618003,0.07578069925618003,0.9971242206208846
0.09814197632352215,0.06020632778308378,0.9933495611204491
0.06812981747303107,0.05677484789419256,0.9960597093636919
0.0,0.060687341116597564,0.9981568246664437
0.0,0.0657865334163813,0.9978337196251965
0.0,0.06465381072295846,0.9979077536320679
0.0,0.06710772155712225,0.9977457360006164
0.02577391237725631,0.06651943562071298,0.9974521893932919
0.003033962409335446,0.06276509734312703,0.9980237159645089
0.0,0.05841948343829352,0.998292123556428
0.0,0.0657865334163813,0.9978337196251965
0.0,0.07521559309316808,0.997167295169493
0.0,0.07860525475683514,0.9969058199873311
0.0,0.07088057695068274,0.9974848088122136
0.005304727772918842,0.07540291620077497,0.9971390374926026
0.0,0.08029907119511562,0.9967708157671961
0.0,0.08725507816101409,0.9961860023786296
0.0,0.09307331670410422,0.9956592578375884
0.03523123471331449,0.06989422370544648,0.9969320727076586
0.0,0.07634577592180923,0.997081402142722
0.0,0.06559776384213056,0.9978461471484028
0.0,0.06276538621921922,0.9980283093643949
0.0,0.0614430866171274,0.9981105886157906
0.0,0.06276538621921922,0.9980283093643949
0.0,0.06635279968144597,0.9977962246743739
0.0,0.0614430866171274,0.9981105886157906
0.0,0.06710772155712225,0.9977457360006164
0.02199730516562828,0.058027373971398746,0.9980726138089522
0.0,0.06352083806552838,0.9979805124006446
0.0,0.0657865334163813,0.9978337196251965
0.0730153491478708,0.059017587912268625,0.9955830869926587
0.02579175959078339,0.05518677971263211,0.9981428777896281
0.0,0.05615072092799116,0.9984223037068367
0.18996496137757227,0.05549956714756523,0.9802209503449978
0.00834990902343849,0.048201747544394914,0.9988027185350301
0.0,0.05085361791308688,0.9987061177068807
0.0,0.06087628732773376,0.9981453188996036
0.0,0.06616405135594924,0.997808758384174
0.0,0.07050342558094942,0.9975115372672896
0.0,0.07182332204110514,0.9974173702171922
0.0,0.07069200505554991,0.9974981906856903
0.0,0.06559776384213056,0.9978461471484028
0.0,0.06125416009800369,0.9981222008705587
0.0,0.058986534039281585,0.9982587784748165
0.11125127282420287,0.05185440682484033,0.9924385496280557
0.27650993758517267,0.04450423797544995,0.9599800139684517
0.06746559087311584,0.024067781013723904,0.9974312687926005
0.04251264759638503,0.019927803560805486,0.9988971706034547
0.003798740894886224,0.025071689906249077,0.9996784382654547
0.19193458919596376,0.03540540965750788,0.9807688669799631
0.03566318728105289,0.0434407972731974,0.9984192677453825
0.0015183392507540712,0.04649913955434343,0.9989171760794912
0.0,0.0411945985074084,0.9991511422471643
0.10530975622430029,0.0473705175847659,0.9933105704198106
0.053053756417805284,0.051537934805867984,0.9972608185454326
0.0,0.04233160598906352,0.9991036158148897
0.016708685963919823,0.03246801477079875,0.9993331015383221
0.0,0.03361067023191322,0.9994350018118044
0.0,0.037782633255263515,0.9992859814008692
0.0,0.04649919315292666,0.998918327510376
0.00227647101952037,0.055394128141662335,0.9984619713575085
0.0037927115847928112,0.06163156325288318,0.9980917621891487
0.0,0.06200982647046703,0.9980755389353567
0.0,0.051610620222823075,0.9986672838739714
0.0,0.039488788541324676,0.9992200136003774
0.0,0.036834625454184755,0.9993213749178239
0.0,0.040626034469250095,0.9991744218720289
0.07006143164733715,0.04298363509174468,0.9966161763235761
0.023532881791965242,0.041562105745486994,0.998858746190154
0.005316373246897245,0.036265260362763355,0.9993280577799867
0.0,0.043847359398875504,0.9990382420476935
0.0,0.04422625085370874,0.9990215406763885
0.0,0.043847359398875504,0.9990382420476935
0.0,0.04024696981726972,0.9991897624678346
0.0,0.03873053905382704,0.9992496911906453
0.0,0.035696885033399225,0.9993626631002942
0.006835597388637408,0.03493749776414675,0.999366122028519
0.14979207764964284,0.038855839691072765,0.9879537221931526
0.18552709764758915,0.023330872440592197,0.9823621360932142
0.02354701523830688,0.022977329385767194,0.9994586436704946
0.028102481954906233,0.020886979831349226,0.9993868042862578
0.05235327845316762,0.02333135235412905,0.9983560398137193
0.009118958635569673,0.01120871998955439,0.99989559914503
0.06747953329522469,0.012889349056391232,0.9976373976887399
0.0007599088999777038,0.014818223549565223,0.9998899153353328
0.020514858343644592,0.007788048074902112,0.999759214458323
0.04176159881148118,0.00854214521143933,0.9990910872487532
0.05766113320331016,0.008725039892606142,0.9982980854417094
0.0,-0.0022799717645336825,0.9999974008609986
0.06295425934658083,0.0,0.9980164133069773
0.0,0.008929556591940929,0.9999601307147556
0.0,0.002849960538988545,0.9999959388542166
0.0,0.0032299515463858042,0.999994783692899
0.09230557584419519,0.01948252932777071,0.9955401105525903
0.03416188805161278,0.032264005382078735,0.9988953895986578
0.0022784876107577864,0.03607605383699829,0.9993464498529814
0.056888971673905574,0.02522077744209814,0.9980619005287706
0.0007598323926165663,0.02051547460064729,0.9997892467698606
0.0,0.018806489286715283,0.9998231423410384
0.0,0.013488640749952072,0.9999090241470564
0.050092833940725695,0.012143717318963807,0.998670735586792
0.0007598172447062602,0.02146483716295185,0.999769315113903
0.0,0.022034433355287014,0.9997572124004465
0.0,0.0300061887730961,0.9995497129384376
0.0,0.02317354842728378,0.9997314572690449
0.0,0.0326622438752968,0.9994664465728855
0.0007595773705315483,0.03304161561812235,0.9994536881114414
0.0,0.03417968262819932,0.9994157039467788
0.0,0.02374307239614175,0.9997180935209643
0.0,0.02298370206310495,0.9997358398294393
0.0,0.02545150339523703,0.9996760580182573
0.0,0.0216547090409026,0.9997655092952314
0.009117001828967816,0.023552254724833525,0.9996810349181519
0.0,0.03152401599166915,0.9995029947007447
0.0,0.027918839512098247,0.999610193225488
0.0,0.03361067023191322,0.9994350018118044
0.0,0.03019592874312732,0.9995439989752027
0.0,0.0300061887730961,0.9995497129384376
0.0,0.02298370206310495,0.9997358398294393
0.0,0.026210735376888398,0.9996564396586473
0.0,0.023553233614294424,0.999722584113368
0.0409944458078944,0.02277469211549689,0.9988997791630289
0.002279568536160454,0.018806440423323748,0.9998205445808226
0.07501291907506681,0.01951093602205021,0.996991667641902
0.2056137722224867,0.01784712670285599,0.9784704679962964
0.015196384373624852,0.015006429568954543,0.999771912474821
0.05463672021175335,0.006070746690194817,0.998487844111848
0.047823435073974095,0.007401245904305515,0.9988283839663296
0.032662144349449945,0.002468650445016566,0.9994634010765356
0.08931982189898177,0.004352448948467332,0.9959934867277422
0.24282404499016008,0.027635513466254938,0.9696766273196818
0.09830480844399107,0.01777048460333685,0.9949976756323367
0.02279286596802577,0.009307086936943857,0.999696885757734
0.06748133717074314,0.01061504180213937,0.9976640667184458
0.013676844883217708,0.01595631903042066,0.999779145510167
0.0007598787741599072,0.017287242112137887,0.9998502757135215
0.0,0.00949947839789959,0.9999548789371288
0.0,0.008549603852540671,0.9999634514690846
0.025071034630155278,0.008167079462853614,0.999652310573842
0.0,0.020135719705501248,0.9997972558433742
0.0,0.023932908609563028,0.9997135669207886
0.0,0.03436934606827207,0.9994091995028059
0.0,0.03019592874312732,0.9995439989752027
0.08479375731714418,0.021009167549560278,0.9961770091700147
0.037211344981104164,0.011581081856364049,0.9992403086083613
0.0,0.01082925898504608,0.9999413618557014
0.018993357763403884,0.01785375629759965,0.9996601901380974
0.02734766259164288,0.011584773736737608,0.9995588518782885
0.03266139351809369,0.0072158892656253495,0.9994404255960243
0.027348585871788428,0.008166591614492378,0.9995925978278429
0.002279969130780098,0.0015199794205200652,0.9999962456946144
0.0,0.0007599923440227448,0.9999997112057768
0.15833546664424752,0.0011256075827790109,0.9873847340374056
0.05539157658361269,0.009864253364205001,0.9984159803153936
0.0,0.013678586306262295,0.9999064437619462
0.0,0.01747715914028767,0.9998472627898647
0.0,0.013488640749952072,0.9999090241470564
0.0,0.022034433355287014,0.9997572124004465
0.004559180918216346,0.01785679192968069,0.9998301600028552
0.0015198744929485835,0.011969011631970094,0.9999272137221186
0.0007599462022678259,0.011019219932883474,0.9999389977762846
0.0,0.013678586306262295,0.9999064437619462
0.0,0.014438353517960422,0.999895761541017
0.06521133305638147,0.01649240109274764,0.9977351766612249
0.1258940455715379,0.015265595346249359,0.9919262325840345
0.023552040184205716,0.010066597820668571,0.999671928690347
0.0007598837103252051,0.016907412554735813,0.9998567707314137
0.0007598932538508893,0.016147731644331396,0.9998693281249232
0.0,0.01937617208816281,0.9998122643552687
0.0,0.024692227369232926,0.999695100471912
0.0,0.023553233614294424,0.999722584113368
0.0,0.020515480522905916,0.9997895353817794
0.0,0.025261688466701782,0.9996808726267653
0.0,0.029436949482213846,0.9995666391017566
0.005317034307928069,0.032661782177272426,0.999452318588122
0.09750015243614346,0.038168664325777084,0.9945033299785954
0.06215359430443409,0.038088025778022117,0.9973395775799597
0.04060285924101468,0.03377247170514305,0.9986044401946047
0.00455655338688458,0.03835099100627854,0.9992539413532823
0.06366254097314082,0.03846278517127258,0.9972300110975961
0.11544868848938297,0.029994022009496555,0.9928604932062587
0.11173831056707346,0.02529211759457406,0.9934157532167477
0.10354030605332214,0.01908315859741886,0.9944421743270596
0.002279518193923988,0.019945784196834893,0.9997984644364968
0.015197656929786675,0.0075988284648933375,0.9998556340941455
0.0,0.0075997061629922815,0.9999711218161433
0.0015197851913303201,0.01614771765788465,0.9998684620825948
0.1031536356628255,0.024749315516172418,0.9943574804018028
0.0,0.027159711420449175,0.9996311069967551
0.04023087782349449,0.0282754754514183,0.9987902552375784
0.009115731196436242,0.028866482122048103,0.9995417098123779
0.0,0.03323131044166568,0.9994476874786041
0.0,0.035696885033399225,0.9993626631002942
0.0,0.051610620222823075,0.9986672838739714
0.1302794364540738,0.03445250992932877,0.9908785460371912
0.02809868309041978,0.02657983535580249,0.9992517082102199
0.0007596191578131239,0.031334290259791356,0.9995086719146814
0.014432953724707783,0.027346649162604222,0.9995218109808098
0.011387316525544226,0.045549266102176904,0.9988971885934508
0.07987265098549064,0.03539380505755153,0.9961765095544552
0.09903651625352346,0.025704133989464105,0.9947517609656277
0.016708890772641868,0.03208866523382358,0.9993453509836624
0.17067547371072558,0.02620018236787454,0.9849788998336511
0.032651034388773106,0.026196760149131915,0.9991234356730062
0.0,0.03512796249124979,0.9993828226716794
0.006074855690070572,0.040435758187032246,0.9991636730727277
0.0,0.04422625085370874,0.9990215406763885
0.0,0.042142116043696935,0.9991116264238743
0.0,0.034938314026885325,0.9993894707334867
0.012150561141822674,0.03721109349683194,0.9992335554737485
0.0,0.04612041863139491,0.9989358873247397
0.0,0.044605123224981474,0.9990046961761911
0.0,0.048392761681997604,0.9988283839663296
0.0,0.05028580858183611,0.9987348684487145
0.0,0.056717994487839415,0.9983902388852153
0.0,0.06087628732773376,0.9981453188996036
0.0,0.05747427369887691,0.9983469877065722
0.0,0.059553527546630854,0.998225113567452
0.0,0.06238761975274926,0.998051995089227
0.0,0.0665415408842105,0.9977836555770768
0.0,0.05085361791308688,0.9987061177068807
0.0,0.039488788541324676,0.9992200136003774
0.025058346248730712,0.03284162046235162,0.9991463892987281
0.0,0.041952621550624916,0.9991196012215104
0.0,0.059364536087987585,0.998236370733434
0.0,0.0691831586985809,0.9976039748078828
0.06431946393923253,0.06715708734831632,0.9956670789864753
0.018218021048725053,0.04535528156922174,0.9988047868041307
0.0,0.059364536087987585,0.998236370733434
0.0,0.07860525475683514,0.9969058199873311
0.0007575381901390079,0.08029904815473483,0.9967705297616569
0.0,0.08293250942332375,0.9965551659997305
0.011373598882044221,0.0669146734226935,0.9976938747577859
0.04279688629777696,0.06930823179197508,0.9966768761886096
0.0,0.07201184804355283,0.9974037766829201
0.013648789735910093,0.0659691503902321,0.9977283105813606
0.07227062514690943,0.05713541569205929,0.9957472073847711
0.03110371888680402,0.051207342069738336,0.9982035698140751
0.0007589794905540513,0.051610605357675476,0.998666996232852
0.0,0.06049838838147313,0.9981682949298902
0.0037923979898783957,0.06295380663198137,0.9980092364041675
0.0,0.05804141825290984,0.9983141758821171
0.03980884059857177,0.054405415484714746,0.9977250658253168
0.0,0.053691914028577696,0.9985575488513158
0.0,0.05539427167727769,0.9984645585424371
0.0,0.05841948343829352,0.998292123556428
0.04092533739697468,0.06233535186854013,0.9972158345445429
0.002276888467411717,0.0519889533392342,0.9986450643294633
0.0,0.0614430866171274,0.9981105886157906
0.0,0.053124356692105155,0.9985879043559709
0.0,0.05066435358798532,0.9987157369719931
0.03866870015723786,0.056486630621847465,0.9976542448108666
0.018578333878369917,0.06407629439682684,0.9977720551341749
0.028829522692880874,0.05140000427480735,0.9982619386623185
0.015183983219254318,0.04308455238463412,0.9989560390724974
0.04174363076558979,0.03054874796936344,0.9986612254854046
0.010632222343848552,0.036453333750337893,0.9992787950849941
0.0,0.04403680750159902,0.9990299092545064
0.0,0.05747427369887691,0.9983469877065722
0.04058497685622398,0.04494691362114526,0.9981646330187787
0.03794622518527606,0.03699756955564416,0.9985946444084124
0.07498646478192605,0.03294859816175539,0.9966400654091147
0.031124325114530955,0.03605866934000538,0.9988648801272336
0.018215261191844696,0.048574029844919195,0.9986534773805866
0.03867709121815144,0.05251742287954877,0.9978707345688584
0.04095092476984863,0.051378243576986005,0.9978393146431134
0.027689935922142413,0.05310398669999915,0.9982050060209043
0.009860526211666177,0.06181791432698411,0.9980387344642947
0.0030323102066242245,0.07088025107984125,0.9974802229125496
0.0,0.06823988790377716,0.9976689419335855
0.0,0.07125769792330731,0.9974579392067972
0.000758574030128545,0.06106520942534788,0.9981334904526945
0.005310310423707854,0.059930646210417216,0.9981884182097114
0.0,0.06710772155712225,0.9977457360006164
0.0,0.07295436188937243,0.9973352801747837
0.0,0.07653411123952304,0.9970669635570001
0.0,0.08293250942332375,0.9965551659997305
0.0,0.08406059743721365,0.9964606444604317
0.0,0.09269822758551076,0.9956942495578173
0.01361282844946751,0.09793673801144681,0.9950995358501996
0.0,0.09438581557683172,0.9955356938944461
0.0,0.09419834570540568,0.9955534499294173
0.0,0.09138510586490499,0.9958156267231699
0.0,0.08424858080614811,0.9964447684804963
0.0,0.08236834556589734,0.9966019544676485
0.0,0.07088057695068274,0.9974848088122136
0.02388049576402071,0.06614518271145418,0.9975242035791075
0.013646706672386244,0.06823353336193122,0.9975760383659703
0.0037927558448291915,0.061442644686232895,0.9981034096811127
0.0022749472450485533,0.0663526279805828,0.9977936426812423
0.0,0.06087628732773376,0.9981453188996036
0.0,0.06522020358427517,0.9978708959802495
0.0,0.07201184804355283,0.9974037766829201
0.0,0.0791699366138886,0.9968611343294276
0.0,0.07935814699215445,0.9968461689277698
0.00834141387326744,0.0659730006340243,0.9977865423034818
0.0,0.07992272713003798,0.9968010622426611
0.0,0.08406059743721365,0.9964606444604317
0.006817375113531944,0.08086164370772612,0.9967020206528359
0.017425913584582745,0.07652249008881988,0.9969155661571091
0.00984987327687859,0.07728362109550892,0.9969604916478864
0.02045592454627531,0.07614149692224699,0.9968871689400945
0.0359630559869305,0.0791187231712471,0.9962162848738382
0.006061286496541317,0.07803906364296945,0.996931875983377
0.02195683220535075,0.0838523850600895,0.9962362546300151
0.06501343021248157,0.07956585499841495,0.9947072577448993
0.0,0.07973454226984084,0.9968161328795894
0.0,0.05615072092799116,0.9984223037068367
0.0,0.08406059743721365,0.9964606444604317
0.04880152116514769,0.08057925587733687,0.9955528087722029
0.015151080889536348,0.07859623211446981,0.9967913909365826
0.0,0.07860525475683514,0.9969058199873311
0.0060591693635322985,0.08236683353551717,0.9965836599101734
0.1299052750088218,0.08316190293194804,0.9880327511907788
0.0,0.08481247686569189,0.9963969308302322
0.0022711631145713946,0.08781830709676058,0.9961339200914532
0.0,0.08781853358903757,0.9961364892213671
0.0,0.09326084641438374,0.9956417099168117
0.029486544781398047,0.09715438472845254,0.9948324327266831
