,Date,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
2870,12/01/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.07,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,15.55,8.85,5.2,3.1,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.22,0.09
2871,13/01/2006,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-15.08,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,3.55,6.3,3.65,3.0,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.24,0.08
2872,14/01/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.06,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,1.7,6.75,2.95,1.35,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.21,0.07
2873,15/01/2006,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-15.05,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,0.9,8.3,3.05,2.05,-10355.06129,-17331.98265,-12716.70735,0.0,0.0,0.21,0.07
2874,16/01/2006,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-15.04,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,2.2,9.65,2.1,1.75,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.25,0.08
2875,17/01/2006,5.4,6.6,48.0,9.0,12.8,11.6,13.4,0.0,40.6,9.8,-14.99,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,3.7,0.0,4.55,5.8,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.3,0.17
2876,18/01/2006,68.0,76.6,69.8,71.0,69.8,88.2,67.2,0.0,23.0,102.2,-14.86,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,6.6,0.0,6.5,8.05,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.77,1.38
2877,19/01/2006,2.8,25.2,0.2,22.0,6.2,11.6,4.0,0.0,0.2,6.8,-14.93,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,5.6,0.0,8.2,6.35,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.6,1.0
2878,20/01/2006,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.96,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,5.8,0.0,6.85,5.2,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.49,0.49
2879,21/01/2006,0.2,0.2,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-14.91,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,6.0,0.0,4.7,4.75,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.43,0.23
2880,22/01/2006,0.0,0.4,0.2,0.2,0.2,1.2,0.0,0.2,0.2,0.8,-14.9,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,3.7,0.0,6.1,6.3,-10355.06129,-17331.98265,-12716.70735,0.0,0.0,0.35,0.18
2881,23/01/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-14.93,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,6.0,0.0,3.7,3.6,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.36,0.16
2882,24/01/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-14.97,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,2.15,0.0,1.45,2.4,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.31,0.14
2883,25/01/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.95,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,-0.1,0.0,0.0,0.5,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.29,0.14
2884,26/01/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,-14.9,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,0.0,0.0,-0.4,-0.15,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.3,0.13
2885,27/01/2006,11.0,9.8,3.0,6.4,15.8,18.6,10.8,0.0,23.4,0.2,-14.92,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,2.0,0.0,3.2,4.25,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.34,0.16
2886,28/01/2006,32.6,3.6,21.0,4.8,10.0,5.0,17.2,0.0,2.0,31.2,-14.96,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,5.05,0.0,5.55,7.2,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.33,0.18
2887,29/01/2006,17.6,1.6,12.8,3.6,4.2,2.2,2.8,4.8,4.6,29.4,-14.95,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,7.8,0.0,6.5,7.45,-10355.06129,-17331.98265,-12716.70735,0.0,0.0,0.38,0.16
2888,30/01/2006,8.2,8.4,0.6,6.6,4.8,5.0,4.6,1.2,0.4,8.6,-14.92,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,7.95,0.0,9.55,10.0,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.43,0.16
2889,31/01/2006,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,-14.91,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.9,0.0,11.55,10.85,-10900.06452,-18244.19226,-13386.00774,0.0,0.0,0.45,0.57
2890,01/02/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.91,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.15,0.0,11.85,10.0,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.43,0.54
2891,02/02/2006,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-14.91,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.75,0.0,9.25,7.7,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.42,0.45
2892,03/02/2006,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-14.9,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,8.95,0.0,6.95,7.85,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.38,0.23
2893,04/02/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-14.89,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,7.8,0.0,8.6,9.55,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.38,0.13
2894,05/02/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.91,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,8.15,0.0,5.1,6.15,-10559.14821,-17021.24771,-12608.23931,0.0,0.0,0.36,0.11
2895,06/02/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.94,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,3.75,0.0,2.2,2.6,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.35,0.11
2896,07/02/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.95,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,1.1,0.0,2.35,2.3,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.31,0.1
2897,08/02/2006,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,-14.87,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,3.95,0.0,3.75,4.95,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.32,0.11
2898,09/02/2006,1.8,5.8,6.0,2.0,5.6,6.0,2.2,0.0,0.2,4.6,-14.83,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,3.5,0.0,7.9,7.05,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.32,0.12
2899,10/02/2006,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.87,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,5.4,1.85,5.9,5.35,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.29,0.1
2900,11/02/2006,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.94,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,4.25,2.45,5.8,4.35,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.25,0.09
2901,12/02/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.96,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,4.2,1.05,5.5,3.9,-10559.14821,-17021.24771,-12608.23931,0.0,0.0,0.25,0.08
2902,13/02/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.95,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,3.45,1.85,5.35,3.9,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.28,0.09
2903,14/02/2006,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.97,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,3.5,1.85,4.45,3.85,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.28,0.08
2904,15/02/2006,3.8,13.8,14.6,7.2,8.0,15.6,5.6,0.0,17.8,9.6,-14.93,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,5.7,4.0,6.25,8.1,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.3,0.13
2905,16/02/2006,39.2,55.0,69.2,33.2,40.8,54.4,35.4,0.0,30.4,62.4,-14.8,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,8.05,5.7,9.15,11.05,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.62,0.94
2906,17/02/2006,20.8,19.8,1.2,12.0,32.0,35.0,22.0,0.6,1.6,35.4,-14.81,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,11.1,5.5,10.25,12.95,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.74,1.5
2907,18/02/2006,1.6,0.0,0.0,0.0,0.4,0.6,0.6,0.4,8.8,2.0,-14.84,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.85,5.3,10.0,11.85,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.57,0.89
2908,19/02/2006,9.0,0.0,8.8,0.0,2.2,0.8,5.8,0.4,9.8,3.4,-14.83,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.85,5.8,9.65,11.4,-10559.14821,-17021.24771,-12608.23931,0.0,0.0,0.55,0.78
2909,20/02/2006,24.0,14.4,8.4,13.2,17.8,18.2,19.6,0.0,33.8,23.0,-14.81,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,11.45,4.3,8.2,10.25,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.65,1.26
2910,21/02/2006,37.0,22.4,16.0,14.8,22.2,25.0,48.2,0.8,15.2,28.8,-14.84,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.5,1.7,5.55,7.45,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.77,1.66
2911,22/02/2006,10.8,10.8,4.0,7.4,7.4,6.8,10.6,5.8,4.2,14.8,-14.87,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,7.5,2.9,7.0,7.05,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.69,1.4
2912,23/02/2006,5.2,4.4,0.2,2.6,2.0,2.2,1.6,0.0,0.2,5.8,-14.83,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,5.1,3.55,7.65,8.15,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.63,1.18
2913,24/02/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,1.6,0.0,-14.77,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.15,0.6,6.45,7.75,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.57,0.93
2914,25/02/2006,0.8,2.6,6.8,4.4,2.4,1.0,2.4,8.8,1.2,1.8,-14.8,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,6.75,0.65,5.3,7.25,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.53,0.69
2915,26/02/2006,1.0,1.4,1.6,1.0,1.0,0.8,0.4,0.0,1.2,0.8,-14.8,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,6.0,2.3,7.1,7.45,-10559.14821,-17021.24771,-12608.23931,0.0,0.0,0.45,0.3
2916,27/02/2006,1.6,0.8,0.0,0.6,3.0,1.6,2.6,0.0,0.0,5.2,-14.78,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,5.95,2.85,7.3,7.15,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.44,0.23
2917,28/02/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.77,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,6.75,0.15,5.0,6.35,-11114.89286,-17917.10286,-13271.83086,0.0,0.0,0.43,0.21
2918,01/03/2006,0.0,5.4,8.0,10.0,0.0,1.0,0.0,0.0,0.2,0.0,-14.77,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,5.0,0.7,4.2,4.0,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.39,0.19
2919,02/03/2006,0.2,1.0,0.4,0.6,0.0,0.2,0.4,0.0,1.0,0.0,-14.76,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,4.95,2.05,5.5,6.3,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.4,0.18
2920,03/03/2006,20.0,3.0,6.6,13.6,21.2,13.2,24.6,0.2,34.4,27.2,-14.78,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,5.55,2.8,5.65,6.3,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.44,0.45
2921,04/03/2006,24.6,45.6,0.0,10.0,6.2,5.8,26.2,12.0,18.8,13.6,-14.73,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,10.75,0.0,10.3,13.0,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.52,0.76
2922,05/03/2006,34.6,3.4,10.2,5.2,18.8,13.2,28.0,152.0,29.6,48.8,-14.66,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,12.85,0.0,9.65,11.85,-10124.21129,-16317.504,-11746.53499,0.0,0.0,0.89,2.17
2923,06/03/2006,20.4,6.6,0.0,7.2,28.4,16.2,34.6,20.2,0.2,46.4,-14.74,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,10.4,0.0,5.75,7.5,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.92,2.25
2924,07/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,-14.79,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,3.65,0.0,5.5,5.6,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.7,1.51
2925,08/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.8,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,4.05,0.0,4.2,4.8,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.62,1.18
2926,09/03/2006,2.0,4.4,9.2,4.4,2.4,3.0,2.0,0.0,2.2,3.0,-14.74,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,7.3,0.0,7.85,8.85,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.58,1.01
2927,10/03/2006,6.6,4.2,1.8,4.6,11.0,9.8,16.0,1.4,15.2,15.2,-14.69,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.55,0.0,9.8,11.55,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.58,1.04
2928,11/03/2006,1.8,0.0,0.0,0.0,7.6,8.2,7.0,5.0,0.0,10.0,-14.68,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,8.75,0.0,8.0,8.2,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.57,0.96
2929,12/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-14.7,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,4.9,0.0,6.55,5.85,-10124.21129,-16317.504,-11746.53499,0.0,0.0,0.52,0.71
2930,13/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,-14.74,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,6.1,0.0,5.05,6.5,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.48,0.52
2931,14/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-14.75,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,5.4,0.0,7.0,7.3,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.46,0.35
2932,15/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.75,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,6.85,0.0,6.75,7.45,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.44,0.24
2933,16/03/2006,5.0,2.6,3.0,3.0,3.8,5.6,3.8,0.4,3.6,5.2,-14.74,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.9,0.0,5.9,8.15,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.42,0.26
2934,17/03/2006,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,-14.74,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,6.15,0.0,7.8,7.95,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.41,0.21
2935,18/03/2006,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.71,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,6.5,0.0,8.2,8.3,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.4,0.18
2936,19/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.69,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,10.7,0.0,7.0,9.65,-10124.21129,-16317.504,-11746.53499,0.0,0.0,0.3,0.33
2937,20/03/2006,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,1.4,0.0,-14.68,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,8.4,0.0,7.7,9.55,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.41,0.18
2938,21/03/2006,15.2,13.8,15.8,13.6,14.6,14.4,15.0,0.0,36.6,23.6,-14.65,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,10.05,0.0,8.25,11.3,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.44,0.41
2939,22/03/2006,20.4,2.8,0.6,1.4,12.0,6.4,24.4,0.0,1.0,28.0,-14.59,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,11.6,0.0,8.8,12.65,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.67,1.36
2940,23/03/2006,0.8,0.2,1.8,1.0,0.2,0.6,0.0,0.0,0.4,4.8,-14.61,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,10.15,0.0,11.25,13.0,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.59,1.03
2941,24/03/2006,3.4,3.8,8.6,10.8,12.6,0.2,2.4,0.0,6.4,0.6,-14.64,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,11.9,4.2,7.45,9.0,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.52,0.67
2942,25/03/2006,4.2,5.8,1.4,4.2,5.6,5.0,6.2,0.0,0.0,7.2,-14.66,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.3,5.1,10.8,12.8,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.49,0.53
2943,26/03/2006,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.7,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,9.65,5.75,7.35,8.9,-10124.21129,-16317.504,-11746.53499,0.0,0.0,0.48,0.42
2944,27/03/2006,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.68,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,10.0,7.75,10.75,12.7,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.47,0.38
2945,28/03/2006,0.0,0.0,2.4,0.0,1.4,0.0,0.0,2.6,3.6,0.0,-14.62,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,13.3,6.65,9.6,12.9,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.48,0.45
2946,29/03/2006,0.6,0.2,0.2,0.2,1.0,0.8,1.8,0.0,0.2,1.6,-14.63,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,12.25,5.6,10.0,13.2,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.5,0.6
2947,30/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.66,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,11.45,7.0,11.15,13.15,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.46,0.33
2948,31/03/2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.65,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,11.35,8.9,9.85,12.45,-10657.06452,-17176.32,-12364.77368,0.0,0.0,0.45,0.22
2949,01/04/2006,0.0,0.0,0.2,0.0,5.4,0.0,0.0,0.0,0.0,0.0,-14.62,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,12.25,9.15,12.0,13.9,-10099.46667,-16398.72,-12589.47467,0.0,0.0,0.39,0.19
2950,02/04/2006,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,-14.6,-5.651273927392742,-1.9863015497767291,-6.316783314020861,-3.9186391437308936,13.65,9.45,12.3,14.95,-9594.493333,-15578.784,-11960.00093,0.0,0.0,0.35,0.13
