Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.6,0.0,0.0,14.3,11.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.6,0.0,0.0,13.55,11.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,2.4,3.10585034013604,0.6,3.222134387351791,8.734782608695737,2.391108247422662,-8.6,0.0,0.0,10.2,8.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
3.6,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.6,0.0,0.0,8.9,8.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.6,0.0,0.0,10.05,8.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.6,0.0,0.0,10.15,8.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.6,0.0,0.0,11.45,13.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.6,0.0,0.0,11.5,11.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
1.6,0.4,3.10585034013604,0.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,11.4,11.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.6,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,14.55,17.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,14.05,16.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
7.6,5.8,3.10585034013604,5.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,10.05,11.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.6,1.2,3.10585034013604,4.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,10.55,10.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
4.6,3.8,3.10585034013604,4.8,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,10.25,9.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
8.0,13.0,3.10585034013604,7.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,7.7,7.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
8.4,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,10.4,10.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.8,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,10.55,11.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
9.4,14.8,3.10585034013604,5.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,11.0,12.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,13.75,13.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,13.1,12.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
9.0,10.0,3.10585034013604,9.6,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,11.2,12.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
1.2,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,10.3,11.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,13.3,13.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,13.8,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,13.55,13.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
1.2,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,14.7,13.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,13.7,12.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,14.2,12.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,13.85,12.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
3.8,2.0,3.10585034013604,3.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,11.6,13.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.6,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,12.75,13.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,14.45,12.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,14.35,13.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,17.7,14.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,18.55,15.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.6,3.10585034013604,3.4,3.222134387351791,8.734782608695737,2.391108247422662,-8.7,0.0,0.0,13.45,12.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
4.8,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,12.95,12.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,15.7,14.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,15.75,14.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,16.25,14.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,16.95,14.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,16.65,14.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,1.6,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,14.7,15.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.8,8.8,3.10585034013604,4.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,15.1,15.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.4,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,16.15,16.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,14.8,15.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.6,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,15.25,15.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
1.0,0.6,3.10585034013604,1.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,16.55,19.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
11.2,9.2,3.10585034013604,14.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,15.75,16.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.0,3.2,3.10585034013604,1.4,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,14.55,15.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
6.8,7.4,3.10585034013604,6.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,12.0,15.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
12.2,3.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,15.4,16.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
1.4,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,15.3,15.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,14.85,14.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,16.4,16.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,17.6,18.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.8,0.0,0.0,20.2,19.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,23.1,21.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,22.3,21.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,2.4,3.10585034013604,2.8,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,18.2,18.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
6.2,5.6,3.10585034013604,10.4,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,14.8,16.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
13.4,0.2,3.10585034013604,0.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,17.4,19.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,17.9,18.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.4,3.10585034013604,1.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,16.0,16.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
1.2,4.2,3.10585034013604,2.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,16.35,16.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
3.2,0.0,3.10585034013604,0.6,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,16.1,16.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.6,3.10585034013604,2.8,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,15.5,17.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.8,2.2,3.10585034013604,0.4,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,16.2,17.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.4,1.2,3.10585034013604,1.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,15.45,16.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.8,6.2,3.10585034013604,1.6,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,16.85,18.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
5.0,0.4,3.10585034013604,18.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,18.2,19.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.6,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,18.95,19.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,18.55,19.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,13.4,3.10585034013604,4.6,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,16.0,17.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
22.8,0.2,3.10585034013604,14.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,16.75,19.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
13.2,0.2,3.10585034013604,0.4,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,15.8,15.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,14.95,15.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.4,0.0,3.10585034013604,0.2,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,17.2,18.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,19.4,3.10585034013604,14.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,18.1,18.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
15.0,0.4,3.10585034013604,0.8,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,18.85,20.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,19.8,20.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,21.25,23.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,23.6,26.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,24.5,26.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,23.65,25.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-8.9,0.0,0.0,22.85,25.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.0,0.0,0.0,23.3,25.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.0,0.0,0.0,23.45,25.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.0,0.0,0.0,23.35,25.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.0,0.0,0.0,24.65,26.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.0,0.0,0.0,25.2,27.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,8.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.0,0.0,0.0,24.5,27.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.0,0.0,0.0,24.75,26.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.1,0.0,0.0,24.65,26.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.1,0.0,0.0,23.0,25.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.1,0.0,0.0,22.85,25.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.1,0.0,0.0,21.6,23.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.1,0.0,0.0,22.25,24.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.1,0.0,0.0,23.4,25.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.2,0.0,0.0,19.9,22.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.1,0.0,0.0,20.4,22.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.2,0.0,0.0,21.2,23.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.2,0.0,0.0,21.55,24.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.2,0.0,0.0,22.95,24.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.2,0.0,0.0,21.55,22.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.4,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.2,0.0,0.0,19.25,22.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.2,0.0,0.0,20.65,22.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-9.2,0.0,0.0,21.25,23.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
