Rainfall_Terni,Flow_Rate_Lupa
4.057,-97.71291590254127
4.057,-97.71291590254127
4.057,-97.71291590254127
4.057,-97.71291590254127
4.057,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-77.55
5.308,-77.56
5.308,-97.71291590254127
5.308,-97.71291590254127
5.308,-77.57
5.308,-77.58
5.308,-77.59
5.308,-77.6
5.308,-77.61
5.308,-77.62
5.308,-77.63
5.308,-77.64
5.308,-77.65
5.308,-77.66
5.308,-77.67
5.308,-77.68
3.273,-77.69
3.273,-77.7
3.273,-77.71
3.273,-77.72
3.273,-77.73
3.273,-77.74
3.273,-77.75
3.273,-77.76
3.273,-77.77
3.273,-77.78
3.273,-77.79
3.273,-77.8
3.273,-77.81
3.273,-77.82
3.273,-77.83
3.273,-77.84
3.273,-77.85
3.273,-77.86
3.273,-77.87
3.273,-77.88
3.273,-77.89
3.273,-77.9
3.273,-77.91
3.273,-77.92
3.273,-77.93
3.273,-77.94
3.273,-77.95
3.273,-77.96
3.273,-77.97
3.273,-77.98
3.273,-77.99
3.739,-78.0
3.739,-78.01
3.739,-78.02
3.739,-78.05
3.739,-78.06
3.739,-78.07
3.739,-78.08
3.739,-97.71291590254127
3.739,-97.71291590254127
3.739,-78.09
3.739,-78.1
3.739,-78.11
3.739,-78.12
3.739,-78.13
3.739,-78.14
3.739,-78.15
3.739,-78.16
3.739,-78.17
3.739,-78.18
3.739,-78.19
3.739,-78.2
3.739,-78.21
3.739,-78.22
3.739,-78.23
3.739,-78.24
3.739,-78.25
3.739,-78.26
3.739,-78.27
2.508,-78.28
2.508,-78.29
2.508,-78.3
2.508,-78.31
2.508,-78.32
2.508,-78.33
2.508,-78.34
2.508,-78.35
2.508,-78.36
2.508,-78.37
2.508,-78.38
2.508,-78.39
2.508,-78.4
2.508,-78.41
2.508,-78.42
2.508,-78.43
2.508,-78.44
2.508,-78.45
2.508,-78.46
2.508,-78.47
2.508,-78.48
2.508,-78.49
2.508,-78.5
2.508,-78.51
2.508,-78.52
2.508,-78.55
2.508,-78.56
2.508,-78.57
2.508,-78.58
2.508,-78.59
2.508,-78.6
3.165,-79.11
3.165,-79.12
3.165,-78.61
3.165,-78.62
3.165,-78.63
3.165,-78.64
3.165,-78.65
3.165,-78.66
3.165,-78.67
3.165,-78.68
3.165,-78.69
3.165,-78.7
3.165,-78.71
3.165,-78.72
3.165,-78.73
3.165,-79.24
3.165,-78.75
3.165,-78.76
3.165,-78.77
3.165,-78.78
3.165,-78.79
3.165,-78.8
3.165,-78.81
3.165,-78.82
3.165,-78.83
3.165,-78.84
3.165,-78.85
3.165,-78.86
3.165,-78.87
3.165,-78.88
4.1,-78.89
4.1,-78.9
4.1,-78.91
4.1,-78.92
4.1,-78.93
4.1,-78.94
4.1,-78.95
4.1,-78.96
4.1,-78.97
4.1,-78.98
4.1,-78.99
4.1,-79.0
4.1,-79.01
4.1,-79.02
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
4.1,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.597,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
1.477,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-97.71291590254127
0.758,-79.55
0.758,-79.56
0.758,-79.57
0.758,-79.58
0.758,-79.59
0.758,-79.6
0.758,-79.61
0.758,-79.62
0.758,-79.63
1.41,-79.64
1.41,-97.71291590254127
1.41,-97.71291590254127
1.41,-79.65
1.41,-79.66
1.41,-79.67
1.41,-79.68
1.41,-79.69
1.41,-79.7
1.41,-79.71
1.41,-79.72
1.41,-79.73
1.41,-79.74
1.41,-79.75
1.41,-79.76
1.41,-79.77
1.41,-79.78
1.41,-79.79
1.41,-79.8
1.41,-79.81
1.41,-79.82
1.41,-79.83
1.41,-79.84
1.41,-79.85
1.41,-79.86
1.41,-79.87
1.41,-79.88
1.41,-79.89
1.41,-79.9
1.41,-79.91
3.028,-79.92
3.028,-79.93
3.028,-79.94
3.028,-79.95
3.028,-79.96
3.028,-79.97
3.028,-79.98
3.028,-79.99
3.028,-80.0
3.028,-80.01
3.028,-80.02
3.028,-80.05
3.028,-80.06
3.028,-80.07
3.028,-80.08
3.028,-80.09
3.028,-80.1
3.028,-80.11
3.028,-80.12
3.028,-80.13
3.028,-80.14
3.028,-80.15
3.028,-80.16
3.028,-97.71291590254127
3.028,-97.71291590254127
3.028,-80.17
3.028,-80.18
3.028,-80.19
3.028,-80.2
3.028,-80.21
3.028,-80.22
7.96,-80.23
7.96,-80.24
7.96,-80.25
7.96,-80.26
7.96,-80.27
7.96,-80.28
7.96,-80.29
7.96,-80.3
7.96,-80.31
7.96,-80.32
7.96,-80.33
7.96,-80.34
7.96,-80.35
7.96,-80.36
7.96,-80.37
7.96,-80.38
7.96,-80.39
7.96,-80.4
7.96,-80.41
7.96,-80.42
7.96,-80.43
7.96,-80.44
7.96,-80.45
7.96,-80.46
7.96,-80.47
7.96,-80.48
7.96,-80.49
7.96,-80.5
7.96,-80.51
7.96,-80.52
3.533,-80.55
3.533,-80.56
3.533,-80.57
3.533,-80.58
3.533,-80.59
3.533,-80.6
3.533,-80.61
3.533,-80.62
3.533,-80.63
3.533,-80.64
3.533,-80.65
3.533,-80.66
3.533,-80.67
3.533,-80.68
3.533,-97.71291590254127
3.533,-97.71291590254127
3.533,-80.69
3.533,-80.7
3.533,-80.71
3.533,-80.72
3.533,-80.73
3.533,-80.74
3.533,-80.75
3.533,-80.76
3.533,-80.77
3.533,-80.78
3.533,-80.79
3.533,-80.8
3.533,-80.81
3.533,-80.82
3.533,-80.83
1.713,-80.84
1.713,-80.85
1.713,-80.86
1.713,-80.87
1.713,-80.88
1.713,-80.89
1.713,-80.9
1.713,-80.91
1.713,-80.92
1.713,-80.93
1.713,-80.94
1.713,-80.95
1.713,-80.96
1.713,-80.97
1.713,-80.98
1.713,-80.99
1.713,-81.0
1.713,-81.01
1.713,-81.02
1.713,-81.05
1.713,-81.06
1.713,-81.07
1.713,-81.08
1.713,-81.09
1.713,-81.1
1.713,-81.11
1.713,-81.12
1.713,-81.13
1.713,-81.14
1.713,-81.15
1.713,-81.16
1.716,-81.17
1.716,-81.18
1.716,-81.19
1.716,-81.2
1.716,-97.71291590254127
1.716,-97.71291590254127
1.716,-81.21
1.716,-81.22
1.716,-81.23
1.716,-81.24
1.716,-81.25
1.716,-81.26
1.716,-81.27
1.716,-81.28
1.716,-81.29
1.716,-81.3
1.716,-81.31
1.716,-81.32
1.716,-81.33
1.716,-81.34
1.716,-81.35
1.716,-81.36
1.716,-81.37
1.716,-81.38
1.716,-81.39
1.716,-81.4
1.716,-81.41
1.716,-81.42
3.391,-81.43
3.391,-81.44
3.391,-81.45
3.391,-81.46
3.391,-81.47
3.391,-81.48
3.391,-81.49
3.391,-81.5
3.391,-81.51
3.391,-81.52
3.391,-81.55
3.391,-81.56
3.391,-81.57
3.391,-81.58
3.391,-81.59
3.391,-81.6
3.391,-81.61
3.391,-81.62
3.391,-81.63
3.391,-81.64
3.391,-81.65
3.391,-81.66
3.391,-81.67
3.391,-81.68
3.391,-81.69
3.391,-81.7
3.391,-81.71
3.391,-81.72
3.391,-97.71291590254127
3.391,-97.71291590254127
3.391,-81.73
1.477,-81.74
1.477,-81.75
1.477,-81.76
1.477,-81.77
1.477,-81.78
1.477,-81.79
1.477,-81.8
1.477,-81.81
1.477,-81.82
1.477,-81.83
1.477,-81.84
1.477,-81.85
1.477,-81.86
1.477,-81.87
1.477,-81.88
1.477,-81.89
1.477,-81.9
1.477,-81.91
1.477,-81.92
1.477,-81.93
1.477,-81.94
1.477,-81.95
1.477,-81.96
1.477,-81.97
1.477,-81.98
1.477,-81.99
1.477,-82.0
1.477,-82.01
1.477,-82.02
1.477,-82.05
1.63,-82.06
1.63,-82.07
1.63,-82.08
1.63,-82.09
1.63,-82.1
1.63,-82.11
1.63,-82.12
1.63,-82.13
1.63,-82.14
1.63,-82.15
1.63,-82.16
1.63,-82.17
1.63,-82.18
1.63,-82.19
1.63,-82.2
1.63,-82.21
1.63,-82.22
1.63,-82.23
1.63,-82.24
1.63,-97.71291590254127
1.63,-97.71291590254127
1.63,-82.25
1.63,-82.26
1.63,-82.27
1.63,-82.28
1.63,-82.29
1.63,-82.3
1.63,-82.31
1.63,-82.32
1.63,-82.33
1.63,-82.34
1.967,-82.35
1.967,-82.36
1.967,-82.37
1.967,-82.38
1.967,-82.39
1.967,-82.4
1.967,-82.41
1.967,-82.42
1.967,-82.43
1.967,-82.44
1.967,-82.45
1.967,-82.46
1.967,-82.47
1.967,-82.48
1.967,-82.49
1.967,-82.5
1.967,-82.51
1.967,-82.52
1.967,-82.55
1.967,-82.56
1.967,-82.57
1.967,-82.58
1.967,-82.59
1.967,-82.6
1.967,-82.61
1.967,-82.62
1.967,-82.63
1.967,-82.64
1.967,-82.65
1.967,-82.66
2.334,-82.67
2.334,-82.68
2.334,-82.69
2.334,-82.7
2.334,-82.71
2.334,-82.72
2.334,-82.73
2.334,-82.74
2.334,-82.75
2.334,-82.76
2.334,-97.71291590254127
2.334,-97.71291590254127
2.334,-82.77
2.334,-82.78
2.334,-82.79
2.334,-82.8
2.334,-82.81
2.334,-82.82
2.334,-82.83
2.334,-82.84
2.334,-82.85
2.334,-82.86
2.334,-82.87
2.334,-82.88
2.334,-82.89
2.334,-82.9
2.334,-82.91
2.334,-82.92
2.334,-82.93
2.334,-82.94
2.334,-82.95
0.368,-82.96
0.368,-82.97
0.368,-82.98
0.368,-82.99
0.368,-83.0
0.368,-83.01
0.368,-83.02
0.368,-83.05
0.368,-83.06
0.368,-83.07
0.368,-83.08
0.368,-83.09
0.368,-83.1
0.368,-83.11
0.368,-83.12
0.368,-83.13
0.368,-83.14
0.368,-83.15
0.368,-83.16
0.368,-83.17
0.368,-83.18
0.368,-83.19
0.368,-83.2
0.368,-83.21
0.368,-83.22
0.368,-83.23
0.368,-83.24
0.368,-83.25
0.368,-83.26
0.368,-83.27
0.368,-83.28
1.617,-97.71291590254127
1.617,-97.71291590254127
1.617,-83.29
1.617,-83.3
1.617,-83.31
1.617,-83.32
1.617,-83.33
1.617,-83.34
1.617,-83.35
1.617,-83.36
1.617,-83.37
1.617,-83.38
1.617,-83.39
1.617,-83.4
1.617,-83.41
1.617,-83.42
1.617,-83.43
1.617,-83.44
1.617,-83.45
1.617,-83.46
1.617,-83.47
1.617,-83.48
1.617,-83.49
1.617,-83.5
1.617,-83.51
1.617,-83.52
1.617,-83.55
1.617,-83.56
1.617,-83.57
1.617,-83.58
2.275,-83.59
2.275,-83.6
2.275,-83.61
2.275,-83.62
2.275,-83.63
2.275,-83.64
2.275,-83.65
2.275,-83.66
2.275,-83.67
2.275,-83.68
2.275,-83.69
2.275,-83.7
2.275,-83.71
2.275,-83.72
2.275,-83.73
2.275,-83.74
2.275,-83.75
2.275,-83.76
2.275,-83.77
2.275,-83.78
2.275,-83.79
2.275,-83.8
2.275,-97.71291590254127
2.275,-97.71291590254127
2.275,-83.81
2.275,-83.82
2.275,-83.83
2.275,-83.84
2.275,-83.85
2.275,-83.86
2.275,-83.87
1.451,-83.88
1.451,-83.89
1.451,-83.9
1.451,-83.91
1.451,-83.92
1.451,-83.93
1.451,-83.94
1.451,-83.95
1.451,-83.96
1.451,-83.97
1.451,-83.98
1.451,-83.99
1.451,-84.0
1.451,-84.01
1.451,-84.02
1.451,-84.05
1.451,-84.06
1.451,-84.07
1.451,-84.08
1.451,-84.09
1.451,-84.1
1.451,-84.11
1.451,-84.12
1.451,-84.13
1.451,-84.14
1.451,-84.15
1.451,-84.16
1.451,-84.17
1.451,-84.18
1.451,-84.19
1.981,-84.2
1.981,-84.21
1.981,-84.22
1.981,-84.23
1.981,-84.24
1.981,-84.25
1.981,-84.26
1.981,-84.27
1.981,-84.28
1.981,-84.29
1.981,-84.3
1.981,-84.31
1.981,-84.32
1.981,-97.71291590254127
1.981,-97.71291590254127
1.981,-84.33
1.981,-84.34
1.981,-84.35
1.981,-84.36
1.981,-84.37
1.981,-84.38
1.981,-84.39
1.981,-84.4
1.981,-84.41
1.981,-84.42
1.981,-84.43
1.981,-84.44
1.981,-84.45
1.981,-84.46
1.981,-84.47
1.981,-84.48
0.767,-84.49
0.767,-84.5
0.767,-84.51
0.767,-84.52
0.767,-84.55
0.767,-84.56
0.767,-84.57
0.767,-84.58
0.767,-84.59
0.767,-84.6
0.767,-84.61
0.767,-84.62
0.767,-84.63
0.767,-84.64
0.767,-84.65
0.767,-84.66
0.767,-84.67
0.767,-84.68
0.767,-84.69
0.767,-84.7
0.767,-84.71
0.767,-84.72
0.767,-84.73
0.767,-84.74
0.767,-84.75
0.767,-84.76
0.767,-84.77
0.767,-84.78
0.767,-84.79
0.767,-84.8
0.767,-84.81
2.382,-84.82
2.382,-84.83
2.382,-84.84
2.382,-97.71291590254127
2.382,-97.71291590254127
2.382,-84.85
2.382,-84.86
2.382,-84.87
2.382,-84.88
2.382,-84.89
2.382,-84.9
2.382,-84.91
2.382,-84.92
2.382,-84.93
2.382,-84.94
2.382,-84.95
2.382,-84.96
2.382,-84.97
2.382,-84.98
2.382,-84.99
2.382,-85.0
2.382,-85.01
2.382,-85.02
2.382,-85.05
2.382,-85.06
2.382,-85.07
2.382,-85.08
2.382,-85.09
2.382,-85.1
0.537,-85.11
0.537,-85.12
0.537,-85.13
0.537,-85.14
0.537,-85.15
0.537,-85.16
0.537,-85.17
0.537,-85.18
0.537,-85.19
0.537,-85.2
0.537,-85.21
0.537,-85.22
0.537,-85.23
0.537,-85.24
0.537,-85.25
0.537,-85.26
0.537,-85.27
0.537,-85.28
0.537,-85.29
0.537,-85.3
0.537,-85.31
0.537,-85.32
0.537,-85.33
0.537,-85.34
0.537,-85.35
0.537,-85.36
0.537,-97.71291590254127
0.537,-97.71291590254127
0.537,-85.37
0.537,-85.38
0.537,-85.39
3.068,-85.4
3.068,-85.41
3.068,-85.42
3.068,-85.43
3.068,-85.44
3.068,-85.45
3.068,-85.46
3.068,-85.47
3.068,-85.48
3.068,-85.49
3.068,-85.5
3.068,-85.51
3.068,-85.52
3.068,-85.55
3.068,-85.56
3.068,-85.57
3.068,-85.58
3.068,-85.59
3.068,-85.6
3.068,-85.61
3.068,-85.62
3.068,-85.63
3.068,-85.64
3.068,-85.65
3.068,-85.66
3.068,-85.67
3.068,-85.68
3.068,-85.69
3.068,-85.7
3.068,-85.71
2.904,-85.72
2.904,-85.73
2.904,-85.74
2.904,-85.75
2.904,-85.76
2.904,-85.77
2.904,-85.78
2.904,-85.79
2.904,-85.8
2.904,-85.81
2.904,-85.82
2.904,-85.83
2.904,-85.84
2.904,-85.85
2.904,-85.86
2.904,-85.87
2.904,-85.88
2.904,-97.71291590254127
2.904,-97.71291590254127
2.904,-85.89
2.904,-85.9
2.904,-85.91
2.904,-85.92
2.904,-85.93
2.904,-85.94
2.904,-85.95
2.904,-85.96
2.904,-85.97
2.904,-85.98
2.904,-85.99
2.904,-86.0
0.707,-86.01
0.707,-86.02
0.707,-86.05
0.707,-86.06
0.707,-86.07
0.707,-86.08
0.707,-86.09
0.707,-86.1
0.707,-86.11
0.707,-86.12
0.707,-86.13
0.707,-86.14
0.707,-86.15
0.707,-86.16
0.707,-86.17
0.707,-86.18
0.707,-86.19
0.707,-86.2
0.707,-86.21
0.707,-86.22
0.707,-86.23
0.707,-86.24
0.707,-86.25
0.707,-86.26
0.707,-86.27
0.707,-86.28
0.707,-86.29
0.707,-86.3
0.707,-86.31
0.707,-86.32
0.631,-86.33
0.631,-86.34
0.631,-86.35
0.631,-86.36
0.631,-86.37
0.631,-86.38
0.631,-86.39
0.631,-86.4
0.631,-97.71291590254127
0.631,-97.71291590254127
0.631,-86.41
0.631,-86.42
0.631,-86.43
0.631,-86.44
0.631,-86.45
0.631,-86.46
0.631,-86.47
0.631,-86.48
0.631,-86.49
0.631,-86.5
0.631,-86.51
0.631,-86.52
0.631,-86.55
0.631,-86.56
0.631,-86.57
0.631,-86.58
0.631,-86.59
0.631,-86.6
0.631,-86.61
0.631,-86.62
0.631,-86.63
1.055,-86.64
1.055,-86.65
1.055,-86.66
1.055,-86.67
1.055,-86.68
1.055,-86.69
1.055,-86.7
1.055,-86.71
1.055,-86.72
1.055,-86.73
1.055,-86.74
1.055,-86.75
1.055,-86.76
1.055,-86.77
1.055,-86.78
1.055,-86.79
1.055,-86.8
1.055,-86.81
1.055,-86.82
1.055,-86.83
1.055,-86.84
1.055,-86.85
1.055,-86.86
1.055,-86.87
1.055,-86.88
1.055,-86.89
1.055,-86.9
1.055,-86.91
1.055,-86.92
1.055,-97.71291590254127
1.055,-97.71291590254127
3.819,-86.93
3.819,-86.94
3.819,-86.95
3.819,-86.96
3.819,-86.97
3.819,-86.98
3.819,-86.99
3.819,-87.0
3.819,-87.01
3.819,-87.02
3.819,-87.05
3.819,-87.06
3.819,-87.07
3.819,-87.08
3.819,-87.09
3.819,-87.1
3.819,-87.11
3.819,-87.12
3.819,-87.13
3.819,-87.14
3.819,-87.15
3.819,-87.16
3.819,-87.17
3.819,-87.18
3.819,-87.19
3.819,-87.2
3.819,-87.21
3.819,-87.22
3.819,-87.23
3.819,-87.24
4.386,-87.25
4.386,-87.26
4.386,-87.27
4.386,-87.28
4.386,-87.29
4.386,-87.3
4.386,-87.31
4.386,-87.32
4.386,-87.33
4.386,-87.34
4.386,-87.35
4.386,-87.36
4.386,-87.37
4.386,-87.38
4.386,-87.39
4.386,-87.4
4.386,-87.41
4.386,-87.42
4.386,-87.43
4.386,-87.44
4.386,-97.71291590254127
4.386,-97.71291590254127
4.386,-87.45
4.386,-87.46
4.386,-87.47
4.386,-87.48
4.386,-87.49
4.386,-87.5
4.386,-87.51
4.386,-87.52
4.386,-87.55
6.803,-87.56
6.803,-87.57
6.803,-87.58
6.803,-87.59
6.803,-87.6
6.803,-87.61
6.803,-87.62
6.803,-87.63
6.803,-87.64
6.803,-87.65
6.803,-87.66
6.803,-87.67
6.803,-87.68
6.803,-87.69
6.803,-87.7
6.803,-87.71
6.803,-87.72
6.803,-87.73
6.803,-87.74
6.803,-87.75
6.803,-87.76
6.803,-87.77
6.803,-87.78
