Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
0.0,0.0,-0.004994824425979626,-0.008482661008048136,-0.009842715241340253,-0.008862851725524798,-0.009100700507714303,-0.008210833828402986,-0.008549699467893053,-0.008635104629065348,-0.00891244181910871,0.14044798041529125,0.3153090360050925,0.29461244379704193,0.32395439181943514,0.6592324029021033,0.2287940613680718,0.33615490735956116,0.297522907862317,0.0023693044712313725,0.0015064670431519979
0.0,0.0,-0.0049948221619855624,-0.008482657163129369,-0.009843629114602544,-0.008862847708277746,-0.00910069638265801,-0.00821083010669478,-0.008549695592587898,-0.008635100715048766,-0.008952844503989197,0.14044791675471643,0.3153088930855973,0.29461231025864953,0.3239542449812768,0.6592321040931524,0.2287939576630458,0.33615475499129954,0.2975227730047044,0.0024042001140059206,0.0015064663603186982
0.0,0.0,-0.004994824667226199,-0.008483579752865532,-0.00984363405184733,-0.008863770488705142,-0.009100700947271856,-0.008211752560091316,-0.008550618215948361,-0.008636023381245667,-0.008917033925127117,0.14044798719883178,0.3153090512343014,0.2946124580266196,0.32395440746620874,0.6592324347425734,0.22879407241866706,0.3361549235956112,0.2975229222324681,0.0023105311385808267,0.0015064671159133163
0.0,0.0,-0.004994823201912287,-0.008485413933750604,-0.009845467833738119,-0.008878461245833424,-0.009101616612272968,-0.008213586820721363,-0.008552452377166599,-0.008637857517408894,-0.00892345965305786,0.1404479459961063,0.31530895873320874,0.29461237159721276,0.3239543124288587,0.6592322413459034,0.2287940052981654,0.3361548249790393,0.29752283494922876,0.002317877139479061,0.0015064666739664273
0.0,0.0,-0.004995741134518167,-0.008485413250541887,-0.009846385375791137,-0.008878460530978243,-0.009102534214217662,-0.008213586159398985,-0.008553370023327612,-0.008638775156693455,-0.008923458934579602,0.140447934687847,0.3153089333458993,0.29461234787630275,0.3239542863454629,0.6592321882673834,0.2287939868766647,0.33615479791331115,0.29752281099398087,0.002336243648201143,0.0015064665526722664
0.0,0.0,-0.004995742403686154,-0.008485415406261042,-0.009846387877265248,-0.008878462786551055,-0.00910253652671639,-0.008214506581061149,-0.008553372196311184,-0.0086387773513742,-0.008923461201584259,0.14044797036864345,0.3153090134501308,0.2946124227225669,0.32395436864604626,0.6592323557453145,0.22879404500177486,0.33615488331343435,0.2975228865796481,0.0022214523666391193,0.0015064669353900798
0.0,0.0,-0.004994825747293829,-0.008485418257950907,-0.00984639118633654,-0.008873874093785672,-0.009103457921111183,-0.008214509341706804,-0.00855429340614856,-0.008638780254604347,-0.008909689170848452,0.14044801756893177,0.3153091194158938,0.29461252173283564,0.32395447751725004,0.6592325772932455,0.22879412189249004,0.3361549962848598,0.2975229865680352,0.002136966264745861,0.0015064674416677675
0.0,0.0,-0.004790957996812167,-0.00848725969072993,-0.009847315046926753,-0.008868369057928904,-0.00910346302902032,-0.008214513950830905,-0.008554298205923967,-0.008638785101784943,-0.008952855953789881,0.1404480963736803,0.31530929633441707,0.2946126870385914,0.3239546592866447,0.6592329471856682,0.22879425026783884,0.3361551848999104,0.2975231535068396,0.002171864225121866,0.001506468286939847
0.0,0.0,-0.0033803914963620994,-0.008487252977282944,-0.009847307257672043,-0.008868362043023307,-0.00910437416325288,-0.00821450745312659,-0.008554291439449323,-0.00941316434001239,-0.008873872053612323,0.14044798527882948,0.31530904692385087,0.2946124539991031,0.32395440303757134,0.6592324257304985,0.22879406929092452,0.336154919000186,0.2975229181651639,0.002288491064638509,0.001506467095319071
0.0,0.0,-0.0033803912828401896,-0.008488170776227077,-0.009848224970708554,-0.00886836148285458,-0.009105291923216647,-0.008214506934258488,-0.008554290899118817,-0.009413163745431309,-0.008873871493095558,0.14044797640745407,0.3153090270074033,0.2946124353899527,0.3239543825750412,0.6592323840901836,0.22879405483918228,0.3361548977670122,0.29752289937217447,0.0023050209508092574,0.0015064670001633084
0.0,0.00023755286412727736,-0.0047652470595647535,-0.008488182418877823,-0.009850075151453372,-0.008868373646987247,-0.009106222748630583,-0.008214518201543019,-0.00855430263246207,-0.008641544580941286,-0.008873883664785934,0.14044816905046045,0.3153094594955065,0.2946128394899385,0.32395482692139493,0.6592332883147345,0.22879436866053945,0.33615535884798875,0.2975233074642472,0.0022903307316543644,0.0014613239005183706
0.0,0.0,-0.004790944847858349,-0.008488154730449438,-0.009851879687142873,-0.008868344718376091,-0.009107111377460465,-0.00821449140580658,-0.008799398590463189,-0.008641516392245937,-0.008952831382359793,0.14044771090890806,0.3153084309568916,0.2946118784636428,0.32395377018161453,0.6592311378975083,0.22879362233391984,0.3361542623101058,0.29752233694401276,0.0023940949239729184,0.0015064641523843058
0.0,0.0,-0.0049801160699501365,-0.008489063793217604,-0.00985186892834687,-0.008866498369051921,-0.009107101431992533,-0.008214482435128892,-0.008799388981034592,-0.008641506955233412,-0.008952821605374126,0.1404475575322613,0.315308086622694,0.2946115567312221,0.3239534164062297,0.6592304179807456,0.22879337247866505,0.33615389521111066,0.2975220120332108,0.0024666405612919174,0.001506462507242362
0.0,0.0,-0.0049975615055322066,-0.008489058904288811,-0.009851863254566245,-0.008866493262755137,-0.009107096187130263,-0.008352227470197614,-0.008799383913386713,-0.008642420310283644,-0.008905981528969376,0.14044747664723975,0.31530790503390865,0.2946113870617559,0.32395322983852054,0.6592300383239719,0.2287932407144878,0.33615370161703517,0.2975218406875871,0.002366540977537026,0.0015064616396569478
0.0,0.0,-0.004999400751802998,-0.008489981622046052,-0.00985278667635826,-0.008866497843250908,-0.00910801922417012,-0.008352231785019888,-0.0087993884592133,-0.008642424775021676,-0.008912414455592963,0.14044754920344138,0.3153080679242964,0.2946115392601699,0.3239533971951468,0.6592303788870686,0.22879335891076233,0.3361538752765151,0.2975219943895629,0.002093797522797729,0.0015064624179061345
0.0,0.0,-0.005006747372188159,-0.008489981558305123,-0.009854623266865578,-0.008869252773403015,-0.009108019155789099,-0.008353150054553098,-0.008799388393149409,-0.00864426137461613,-0.008917006049880232,0.1404475481489918,0.3153080655570322,0.29461153704829074,0.32395339476297536,0.6592303739377108,0.22879335719303168,0.3361538727527451,0.29752199215583264,0.0020276775858018075,0.0015064624065959432
1.8366680580936866e-05,0.0,-0.004999410454131015,-0.008492753100625207,-0.009857397467788817,-0.00887018838656346,-0.009108955234115639,-0.008353166328210086,-0.008561628152803721,-0.00864611488347603,-0.008917023422044848,0.14044782176974666,0.3153086798420948,0.2946121110122525,0.32395402589092015,0.6592316582542753,0.2287938029296211,0.33615452764973425,0.2975225717899605,0.0020616598952101634,0.0015064653414950304
1.8366677588798184e-05,0.0,-0.005007674644585824,-0.008492751717060279,-0.009858314195787423,-0.008872941943148402,-0.009110790417923337,-0.008353164967385413,-0.008561626758018272,-0.008647950142685623,-0.008923450306517597,0.14044779888921805,0.3153086284747672,0.29461206301662857,0.3239539731151685,0.6592315508580293,0.22879376565653925,0.3361544728863837,0.2975225233201898,0.002060741225463156,0.0015064650960748955
0.0,0.0,-0.005009508878856207,-0.008493665924938783,-0.009858309406878346,-0.008874774299773857,-0.009111704325574939,-0.008353160909638141,-0.00856162259900576,-0.008647945941739487,-0.008952832641607546,0.1404477306633809,0.3153084753061501,0.29461191990185714,0.32395381574687093,0.6592312306207255,0.22879365451456107,0.3361543095914051,0.2975223787915935,0.002147063567143137,0.0015064643642738766
0.0,0.0,-0.005014125807947679,-0.00849554539364908,-0.00985927741284364,-0.008874819012455378,-0.009111750231951807,-0.008355039670459337,-0.008563502410093791,-0.008649826187739778,-0.008321061162236982,0.14044843826387185,0.3153100638859789,0.29461340420878174,0.3239554478834529,0.6592345519441833,0.2287948072174314,0.33615600319623146,0.2975238777619244,0.0022930901359790026,0.0015064719541076086
0.0,0.0,-0.005018706951991169,-0.008495527541238848,-0.009862011703098474,-0.00887663703530588,-0.009111731084658074,-0.00841865868445552,-0.008564402751009998,-0.008801826659803655,-0.008321043676485266,0.14044814312765397,0.3153094012981931,0.2946127851126427,0.32395476712838833,0.6592331666386949,0.22879432643149378,0.336155296803105,0.2975232525497604,0.002364715535476168,0.0015064687884302939
0.0,0.0,-0.005018706710267757,-0.008498282140314334,-0.009862929564185859,-0.008885819968627782,-0.009113567317968385,-0.008418658278975201,-0.008565320674596042,-0.00880182623586825,-0.008321043275706524,0.14044813636304218,0.31530938611147974,0.2946127709227711,0.3239547515252754,0.6592331348870721,0.228794315411734,0.33615528061235994,0.29752323821970766,0.002326145305966739,0.0015064687158720081
0.0,0.0,-0.005014115834886739,-0.008498283504769576,-0.009862931147744246,-0.008885821395304779,-0.009113568781211721,-0.008418659630646308,-0.00856624038604826,-0.0088018276490595,-0.008321044611704898,0.1404481589129167,0.3153094367364811,0.2946128182247944,0.3239548035383472,0.6592332407312995,0.22879435214617022,0.33615533458430713,0.29752328598902567,0.002262780479333503,0.0015064689577454953
0.0,0.0,-0.00501411632741647,-0.008499202675868026,-0.00986568712553757,-0.008885822268146843,-0.009114488012748802,-0.008418660457599713,-0.008567159563822023,-0.008801828513650974,-0.008321045429069713,0.14044817270894697,0.3153094677088952,0.294612847164208,0.3239548353599838,0.6592333054868778,0.22879437462032604,0.3361553676043852,0.2975233152143305,0.0021957421499730363,0.0015064691057238776
0.0,0.0,-0.005026028084558055,-0.008500076000487734,-0.009865634882588561,-0.008879346893767922,-0.009114439747713997,-0.0084186158772635,-0.00856803252858152,-0.008801781904279282,-0.00895281341062607,0.14044742897699683,0.31530779801308645,0.294611287065681,0.32395311988332925,0.6592298145701757,0.2287931630582022,0.33615358752079794,0.2975217397036552,0.002112162359671757,0.0015064611283384533
0.0,0.0,-0.005026025898761503,-0.008500072303843682,-0.009866548923130564,-0.008879343032180699,-0.009115354114947318,-0.008418612216046083,-0.008568028802383486,-0.008801778076424717,-0.008952809517088597,0.1404473678970544,0.3153076608871718,0.2946111589405841,0.32395297899760384,0.6592295278741541,0.22879306355710535,0.33615344132914515,0.2975216103128157,0.002301337639739873,0.0015064604731854208
0.0,0.0,-0.005026026486465819,-0.008501909960113385,-0.00986746840801667,-0.008879344070461904,-0.009116273511994554,-0.008418613200453017,-0.008568029804262032,-0.008801779105636082,-0.008952810563960401,0.14044738431987555,0.3153076977567935,0.29461119339011804,0.3239530168781417,0.6592296049593199,0.22879309031038397,0.33615348063631,0.2975216451026752,0.002235218064691724,0.0015064606493391736
0.0,0.0,-0.005028783087981914,-0.008502831010157879,-0.009867471563251583,-0.008880265241195236,-0.00911627642702638,-0.008418615892400049,-0.008569869206911471,-0.008801781920104756,-0.008952813426723097,0.14044742922951925,0.31530779858000524,0.2946112875953878,0.3239531204657922,0.6592298157554612,0.22879316346956893,0.3361535881251972,0.2975217402385949,0.002065327458888116,0.0015064611310470484
0.0,0.0,-0.005057249874223426,-0.008503746837717254,-0.00986838698899672,-0.008880262626428279,-0.009118110405150608,-0.008418613413564332,-0.008569866683539679,-0.008801779328446974,-0.008952810790594548,0.140447387875203,0.31530770573858774,0.2946112008479947,0.3239530250787861,0.6592296216472571,0.22879309610212129,0.3361534891458006,0.29752165263422786,0.0021213450534694235,0.0015064606874741731
0.0,0.0,-0.005059085421091154,-0.00850374496266184,-0.009868384813041484,-0.008880260668352052,-0.009119026725619015,-0.008418611557280629,-0.008570783124894487,-0.008801777387676122,-0.00895280881652163,0.14044735690689691,0.3153076362140085,0.2946111358869442,0.323952953647935,0.6592294762887351,0.22879304565380224,0.336153415024777,0.2975215870314299,0.0022113410226878736,0.0015064603553032697
0.0,0.0,-0.0050287801324351705,-0.008503744343745375,-0.009870220756649601,-0.008879341691109507,-0.009119944392843988,-0.008418610944560312,-0.008570782501098875,-0.00880177674706837,-0.008952808164921562,0.14044734668490857,0.3153076132654031,0.294611114444664,0.3239529300701093,0.6592294283089357,0.2287930290018702,0.33615339055898175,0.2975215653773223,0.002303173954007927,0.0015064602456606214
0.0,0.0,-0.005049902719713272,-0.00850466431846965,-0.009871140995489717,-0.008879343407329992,-0.00911994615556874,-0.008418612571729652,-0.008571702488780447,-0.008801778448296917,-0.008929851617838125,0.14044737383090902,0.3153076742088157,0.2946111713878076,0.32395299268450956,0.6592295557263826,0.2287930732235363,0.3361534555315163,0.2975216228830049,0.0022508295264624897,0.0015064605368328753
0.0,0.0,-0.005049903149337612,-0.008504665042010478,-0.009872060166462871,-0.00887934416274693,-0.009120865262633417,-0.008418613287949562,-0.008572621549202873,-0.008801779197114955,-0.008929852377552089,0.14044738577957688,0.3153077010338575,0.2946111964520786,0.3239530202450584,0.6592296118108417,0.22879309268828213,0.3361534841300289,0.2975216481948847,0.0022012398343266514,0.0015064606649961587
0.0,0.0,-0.0031866341070120917,-0.008504731546120742,-0.009872137363221897,-0.00888033193510286,-0.009120936585257663,-0.008418679119159092,-0.008572688584714085,-0.008801848024575103,-0.008952880665493048,0.1404484840389891,0.31531016665219913,0.29461350022952276,0.3239555534673867,0.65923476680267,0.22879488178649923,0.3361561127565843,0.2975239747312503,0.002031364450925287,0.0015064724450986882
0.0006428366321454075,0.0011020056551064128,-0.0031866330193493775,-0.008504728643283742,-0.009872133993661615,-0.00888767560843322,-0.00912093347209741,-0.008418676245693526,-0.00857268565868197,-0.008801845020326235,-0.008952877609693682,0.140448436101079,0.3153100590304577,0.29461339967197253,0.3239554428947998,0.659234541792502,0.22879480369417557,0.33615599801969964,0.2975238731802962,0.0017466789633436644,0.0015064719309091535
0.0002755016430130271,0.0007530378242356073,-0.0030617415926847747,-0.008504735719812145,-0.009867550513916587,-0.008887683003600254,-0.009121859400161325,-0.008418683250620323,-0.008569937775325229,-0.008801852344076223,-0.008952885059113336,0.14044855296399011,0.3153103213904557,0.29461364481090385,0.3239557124483611,0.6592350903216975,0.22879499406743672,0.33615627772497514,0.29752412074094486,0.0018091274557855443,0.001506473184399048
0.0,1.8366777416612422e-05,-0.003061741795349291,-0.008504736282762382,-0.009867551167075023,-0.008887683591898751,-0.009121860003960558,-0.008418683807874526,-0.008569938342591355,-0.008801852926693369,-0.008952885651727725,0.14044856226063948,0.3153103422616533,0.2946136643121355,0.32395573389181925,0.6592351339581562,0.22879500921196327,0.33615629997602,0.29752414043482833,0.0019450417284192553,0.0015064732841163658
0.0,0.0,-0.0030727538893212405,-0.008504714216677827,-0.009867525565079716,-0.008888578868720947,-0.00912183633670887,-0.008793301458076271,-0.008569916107335868,-0.008684708168353547,-0.008952862422890846,0.1404481978578235,0.3153095241687175,0.29461289991806,0.32395489336785965,0.6592334235302577,0.2287944155886161,0.336155427796908,0.29752336848933564,0.00211860227814229,0.0015064693754746675
0.0,0.0,-0.00363202734153453,-0.008505647847608804,-0.00987029832283518,-0.00889043152803939,-0.009122771077320867,-0.008356877069017504,-0.008569931517370476,-0.008659928655036819,-0.008906961614549534,0.14044845040540538,0.3153100911440086,0.2946134296776197,0.3239554758888617,0.6592346089339122,0.22879482699636133,0.33615603225635793,0.297523903482368,0.0023996175583893115,0.0015064720843395996
0.0,0.0,-0.003632025981350353,-0.00850564466226725,-0.009872131302026877,-0.008892264874188488,-0.00912276766086837,-0.008356873939390193,-0.008569928307954866,-0.00865992541191753,-0.008906958278917085,0.1404483978078498,0.315309973061253,0.2946133193457065,0.32395535456843344,0.6592343620523774,0.22879474131333247,0.33615590636685516,0.2975237920604904,0.0025373673290697914,0.0015064715201699775
0.0,0.0,-0.005080211782283738,-0.008507426238444785,-0.009872985696191697,-0.008892207282692233,-0.009122708576501565,-0.008356819815398051,-0.008571709467794002,-0.008659869325187211,-0.008952817184650064,0.14044748818206934,0.31530793092987375,0.2946114112579339,0.32395325644451867,0.6592300924659639,0.22879325950507848,0.3361537292250475,0.2975218651227981,0.002423477746465435,0.0015064617633813373
0.0,0.0,-0.005121535755356274,-0.008509261306998608,-0.009873902177082778,-0.008896797274142295,-0.009122706866363498,-0.008356818248833081,-0.008571707860945932,-0.008660786033488438,-0.00894546885295418,0.14044746185385837,0.31530787182241776,0.2946113560302364,0.3239531957164146,0.6592299688870435,0.2287932166156165,0.3361536662098493,0.2975218093495085,0.00241062064870185,0.0015064614809808213
0.0,0.0,-0.005136209216733002,-0.008510146756921999,-0.009874782354287497,-0.008892171257934144,-0.009124508274174702,-0.008793221402203231,-0.008574429725842311,-0.00866167089794845,-0.008952780914344724,0.14044691919097124,0.31530665353140847,0.2946102177067172,0.3239519440214807,0.6592274217449773,0.22879233260115414,0.33615236737456516,0.29752065978053865,0.0023922447719630737,0.0015064556602936703
0.0,0.0,-0.005149084155297576,-0.008512932070556185,-0.009878490861162123,-0.008890366275626152,-0.009125459113820584,-0.008359570726890286,-0.008576296937100778,-0.008665375082822887,-0.008952812810771548,0.14044741956676773,0.31530777688689965,0.2946112673261975,0.3239530981778904,0.6592297704005983,0.22879314772865078,0.33615356499790594,0.2975217197691661,0.002388579969311396,0.0015064610274028614
0.0,0.0,-0.005154594354195868,-0.008513850749643665,-0.009880327927452939,-0.008889448307253875,-0.009127296149359117,-0.0083614077311515,-0.00857721561877595,-0.008667212099572528,-0.00895281317638616,0.14044742530235382,0.31530778976342605,0.2946112793575207,0.3239531114074741,0.6592297973221972,0.2287931570720962,0.3361535787257318,0.2975217319193462,0.0023279701920339434,0.0015064610889236568
0.0,0.0,-0.005162859347284066,-0.008514769097833129,-0.009880327946892434,-0.00888944832474382,-0.009127296167317027,-0.008362326079041036,-0.008578133967090085,-0.008667212116625224,-0.008952813194000774,0.14044742557868345,0.31530779038379253,0.2946112799371669,0.3239531120448502,0.6592297986192286,0.22879315752224558,0.33615357938711227,0.2975217325047187,0.0022985835905820024,0.0015064610918876114
0.0,0.0,-0.005162858005102919,-0.008514766884260809,-0.009880325378317735,-0.00888852768256691,-0.009128212125706692,-0.008362323905099108,-0.00857905006824466,-0.008668128194622279,-0.008952810866550757,0.14044738906676746,0.3153077084136781,0.29461120334749463,0.3239530278272239,0.6592296272402025,0.2287930980432163,0.33615349199774797,0.2975216551584203,0.0024023544185964494,0.00150646070025508
0.0,0.0,-0.00516285742756393,-0.008515684262860252,-0.009881242604160066,-0.008888526688258855,-0.00912912943568357,-0.00836324130075146,-0.008579967439653113,-0.00866812722496904,-0.008952809865051719,0.14044737335573243,0.31530767314203306,0.29461117039104756,0.32395299158847707,0.6592295534960065,0.22879307244945904,0.33615345439420596,0.29752162187639786,0.002431740744964299,0.0015064605317360565
0.0,0.0,-0.005179384366860969,-0.008516597627352594,-0.00988215517230335,-0.008888521504760164,-0.00913096077299621,-0.008363236423582065,-0.008581799097219107,-0.008669958831123122,-0.008952804644065176,0.14044729145140772,0.315307489264888,0.2946109985834275,0.3239528026696645,0.6592291690548446,0.22879293902480574,0.33615325836048154,0.29752144837149747,0.0026034671418529876,0.001506459653217437
0.0,0.0,-0.005179385000196445,-0.008517516999436531,-0.009884911372715344,-0.008888522591649184,-0.00913096188953072,-0.008363237446239189,-0.008581800146602089,-0.008670878221960077,-0.008952805738814741,0.14044730862531216,0.3153075278207094,0.29461103460848065,0.32395284228263543,0.6592292496654327,0.22879296700162202,0.3361532994653251,0.2975214847524406,0.0025391843130395694,0.001506459837427427
0.0,0.0,-0.005115990398959208,-0.008517467411657988,-0.00988577214948768,-0.00888847084392859,-0.009132745381017647,-0.008365025407309176,-0.008583586835230965,-0.009413064187207254,-0.008945407014227542,0.1404464909609579,0.31530569214490584,0.2946093194247315,0.3239509562750345,0.6592254117260374,0.2287916350013477,0.3361513424283891,0.2975197526244626,0.0023105065237446357,0.0015064510670314527
0.0,0.0,-0.004514499712737865,-0.008518409140633938,-0.009886717637781907,-0.008890331920060064,-0.009132770472574872,-0.008365966717461747,-0.008583610418014814,-0.009413090048920119,-0.008943594935385287,0.1404468768275312,0.31530655842448413,0.294610128842523,0.3239518463068506,0.6592272229001643,0.2287922635898129,0.3361522659798835,0.2975205700384588,0.0023637758870193783,0.0015064552058967748
